Unnamed: 0,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
14659149,2012-03-30 17:40:00.000000166,8.9,2012-03-30 17:40:00 UTC,-73.988975,40.748182,-74.00151,40.724912,2
1695711,2012-04-14 19:45:00.0000003,8.5,2012-04-14 19:45:00 UTC,-73.974902,40.763257,-73.989848,40.752,5
30820574,2012-08-10 19:25:47.0000003,8.5,2012-08-10 19:25:47 UTC,-73.966798,40.804314,-73.982236,40.775824,1
43586200,2013-10-26 14:37:00.000000121,7.0,2013-10-26 14:37:00 UTC,-73.96212,40.776277,-73.979177,40.783587,5
50734086,2015-05-06 08:34:53.0000006,8.0,2015-05-06 08:34:53 UTC,-74.00302124023438,40.74802017211913,-74.00689697265625,40.72520446777344,1
24245545,2014-12-21 01:58:02.0000002,8.5,2014-12-21 01:58:02 UTC,-73.996418,40.732352,-73.977412,40.746833,2
44483601,2012-06-01 01:27:52.0000001,5.7,2012-06-01 01:27:52 UTC,-73.999977,40.727231,-73.999813,40.719267,1
4839563,2013-03-14 08:49:00.00000019,7.5,2013-03-14 08:49:00 UTC,-74.005955,40.717,-74.010857,40.708712,1
36444218,2011-07-13 07:09:00.00000036,8.1,2011-07-13 07:09:00 UTC,-73.985378,40.723558,-73.979093,40.750142,1
16368093,2012-08-26 14:31:00.00000084,4.9,2012-08-26 14:31:00 UTC,-73.98187800000001,40.778722,-73.987787,40.771163,3
49249748,2012-08-23 12:09:00.00000095,7.7,2012-08-23 12:09:00 UTC,-73.999193,40.734143,-73.985447,40.752897,1
26443446,2010-03-08 06:44:00.00000036,6.9,2010-03-08 06:44:00 UTC,-73.984135,40.737225,-73.980687,40.757867,1
38424131,2010-10-28 21:34:00.000000107,16.9,2010-10-28 21:34:00 UTC,0.0,0.0,0.0,0.0,3
21622031,2011-12-22 08:16:34.0000004,12.9,2011-12-22 08:16:34 UTC,-73.986356,40.760768,-74.005742,40.715464,1
17884362,2013-01-23 05:39:00.00000016,6.5,2013-01-23 05:39:00 UTC,-73.982625,40.777522,-73.98236800000001,40.761495,1
44377838,2013-12-06 13:58:00.000000178,12.0,2013-12-06 13:58:00 UTC,-73.98978000000001,40.725937,-73.989818,40.72528,5
50812147,2014-03-13 08:40:00.000000143,10.0,2014-03-13 08:40:00 UTC,-74.008415,40.720447,-74.00341999999999,40.748815,1
14487432,2011-09-21 14:15:01.0000006,4.9,2011-09-21 14:15:01 UTC,-73.980011,40.780776,-73.97007099999999,40.788962,1
28190807,2009-04-16 09:37:39.0000002,9.7,2009-04-16 09:37:39 UTC,-73.99136999999999,40.743938,-73.980389,40.760362,1
51641458,2014-02-17 11:35:00.00000029,6.5,2014-02-17 11:35:00 UTC,-73.982698,40.762237,-73.980417,40.754042,3
38050487,2013-01-10 19:48:00.00000041,11.5,2013-01-10 19:48:00 UTC,-73.978697,40.764267,-73.983632,40.738192,1
1345953,2013-09-15 16:21:20.0000001,12.0,2013-09-15 16:21:20 UTC,-73.978107,40.745749,-73.946984,40.788515,1
13722825,2009-09-15 18:49:00.000000220,16.5,2009-09-15 18:49:00 UTC,-74.006872,40.751167,-73.945538,40.774385,1
28801323,2013-04-30 13:46:00.000000227,10.5,2013-04-30 13:46:00 UTC,-73.94959300000001,40.77309,-73.967725,40.751837,1
6700637,2012-03-17 11:27:06.0000001,8.1,2012-03-17 11:27:06 UTC,-73.991592,40.750019,-73.978977,40.762163,1
20767860,2014-06-17 20:36:21.0000003,6.0,2014-06-17 20:36:21 UTC,-73.993284,40.724412,-73.99637,40.725585,1
5487150,2010-08-08 12:51:00.000000144,7.7,2010-08-08 12:51:00 UTC,-73.976258,40.744047,-74.00195699999999,40.739503000000006,2
14887289,2010-03-02 19:33:55.0000001,5.3,2010-03-02 19:33:55 UTC,-73.954208,40.787314,-73.970036,40.794831,1
41936982,2013-06-18 15:41:55.0000002,93.16,2013-06-18 15:41:55 UTC,-73.777117,40.645058,-74.15576300000001,40.579618,2
1023070,2013-12-06 01:04:33.0000001,8.0,2013-12-06 01:04:33 UTC,-73.99161099999999,40.729711,-73.977106,40.762797,1
39833604,2009-06-15 22:02:54.0000002,8.1,2009-06-15 22:02:54 UTC,-73.981452,40.744161,-73.955993,40.772296,1
21617593,2013-03-20 09:44:21.0000003,9.0,2013-03-20 09:44:21 UTC,-73.99466600000001,40.740603,-74.006412,40.751417,2
22571506,2011-09-17 12:07:01.0000003,4.9,2011-09-17 12:07:01 UTC,-73.997743,40.751328,-74.00520300000001,40.740674,3
42533688,2013-02-03 22:12:07.0000001,10.5,2013-02-03 22:12:07 UTC,-73.992947,40.747795,-74.001337,40.721468,1
32213438,2012-06-15 18:02:33.0000001,8.9,2012-06-15 18:02:33 UTC,-73.952845,40.76812,-73.976917,40.779899,1
43484235,2013-08-07 16:34:41.0000002,16.5,2013-08-07 16:34:41 UTC,-73.972477,40.78109,-73.990501,40.747724,1
8458011,2013-05-07 19:09:57.0000004,9.0,2013-05-07 19:09:57 UTC,-73.989428,40.769407,-73.964023,40.767658,2
3582500,2011-11-27 21:05:03.0000002,7.7,2011-11-27 21:05:03 UTC,-73.96784699999999,40.762691,-73.990344,40.740218,1
14610653,2011-06-25 20:15:09.0000003,7.7,2011-06-25 20:15:09 UTC,-73.988162,40.764812,-73.981189,40.742007,1
21875453,2015-05-28 10:24:28.0000002,6.0,2015-05-28 10:24:28 UTC,-73.98180389404298,40.74488830566406,-73.99378967285155,40.73588562011719,1
51496889,2011-09-14 21:36:00.00000080,12.5,2011-09-14 21:36:00 UTC,-73.99233199999999,40.748748,-74.01414799999999,40.709102,2
4476492,2009-05-05 21:33:00.000000235,9.7,2009-05-05 21:33:00 UTC,-73.97068,40.764838,-73.98676800000001,40.735632,4
54495751,2014-02-04 12:25:00.00000090,8.0,2014-02-04 12:25:00 UTC,-73.95735400000001,40.782973,-73.967989,40.771035,1
29747453,2012-01-29 14:44:52.0000001,6.9,2012-01-29 14:44:52 UTC,-73.982612,40.762977,-73.989566,40.771296,1
24610390,2015-02-16 13:53:45.0000009,7.5,2015-02-16 13:53:45 UTC,-73.9843521118164,40.74588394165039,-73.97876739501955,40.76181411743164,1
5722789,2015-04-20 11:54:15.0000003,9.5,2015-04-20 11:54:15 UTC,-73.99447631835938,40.75603866577149,-73.99305725097656,40.751312255859375,1
53900626,2012-09-12 12:55:45.0000001,17.0,2012-09-12 12:55:45 UTC,-73.98784599999999,40.732281,-73.95588199999999,40.776281,1
23522796,2015-02-27 10:13:48.0000001,8.0,2015-02-27 10:13:48 UTC,-73.9914321899414,40.74817276000977,-73.98163604736328,40.75385665893555,1
54330845,2014-03-09 16:15:00.00000070,4.5,2014-03-09 16:15:00 UTC,-73.95603299999999,40.777207,-73.959962,40.771287,1
13143086,2011-04-02 03:26:57.0000001,10.5,2011-04-02 03:26:57 UTC,-73.952905,40.783388,-73.987077,40.751037,1
19839140,2014-01-24 01:56:00.00000058,5.0,2014-01-24 01:56:00 UTC,-73.877987,40.736462,-73.887283,40.727197,1
115380,2013-02-09 01:01:00.00000035,6.0,2013-02-09 01:01:00 UTC,-74.002445,40.739897,-73.993827,40.754762,1
23169752,2011-02-25 16:01:00.00000062,4.5,2011-02-25 16:01:00 UTC,-73.960985,40.772173,-73.96744699999999,40.768592,5
53479933,2012-04-24 13:18:00.00000049,8.1,2012-04-24 13:18:00 UTC,-73.986162,40.76724,-73.991105,40.749682,5
48124429,2010-11-16 04:49:00.0000001,6.1,2010-11-16 04:49:00 UTC,-73.994128,40.741215,-73.982597,40.76153,3
19936470,2012-11-09 05:10:55.0000001,6.0,2012-11-09 05:10:55 UTC,-73.9945,40.760825,-74.002138,40.745311,1
37296275,2011-01-16 23:20:58.0000002,5.7,2011-01-16 23:20:58 UTC,-73.987836,40.724225,-73.996062,40.732514,1
13183991,2010-07-20 08:41:00.000000196,13.7,2010-07-20 08:41:00 UTC,-74.004602,40.707407,-73.972628,40.75443,5
16888387,2010-06-12 01:30:30.0000004,3.7,2010-06-12 01:30:30 UTC,-73.997088,40.742088,-74.006282,40.74385,2
45344671,2009-11-01 21:12:00.000000153,45.0,2009-11-01 21:12:00 UTC,-73.788098,40.647388,-74.016155,40.715052,1
48143060,2009-02-25 19:52:00.000000151,11.3,2009-02-25 19:52:00 UTC,-73.98976800000001,40.734055,-73.996022,40.767525,1
48298080,2014-06-14 22:48:19.0000002,5.5,2014-06-14 22:48:19 UTC,-73.982711,40.756739,-73.984808,40.748202,1
9431884,2009-11-24 10:47:00.000000136,13.7,2009-11-24 10:47:00 UTC,-74.00220300000001,40.760667,-73.95579000000001,40.787118,1
18010353,2011-01-15 16:00:15.0000003,5.3,2011-01-15 16:00:15 UTC,-73.958046,40.776581,-73.969482,40.764647,2
50514191,2009-07-03 21:38:02.0000002,5.7,2009-07-03 21:38:02 UTC,-73.990121,40.734638,-73.978932,40.724028,3
37010852,2011-10-01 00:53:00.000000184,8.9,2011-10-01 00:53:00 UTC,-73.989257,40.747742,-73.96247,40.764187,1
55026820,2014-03-14 20:39:00.000000161,23.5,2014-03-14 20:39:00 UTC,-73.982477,40.745667,-73.966953,40.693437,2
21886904,2015-01-14 13:16:01.0000005,11.5,2015-01-14 13:16:01 UTC,-73.98004150390625,40.7840576171875,-73.9617691040039,40.766883850097656,1
50427927,2010-07-31 00:47:00.000000143,11.3,2010-07-31 00:47:00 UTC,-73.997862,40.722637,-73.972083,40.75193,4
35658156,2011-05-26 17:21:00.00000049,5.3,2011-05-26 17:21:00 UTC,-73.97431999999999,40.747377,-73.980385,40.73368,4
3685874,2012-12-03 07:09:23.0000003,7.0,2012-12-03 07:09:23 UTC,-73.916201,40.743105,-73.94354,40.747459,1
32679847,2013-07-28 22:54:00.000000139,15.5,2013-07-28 22:54:00 UTC,-73.993047,40.752067,-73.954155,40.78147,2
15405526,2013-10-07 06:32:42.0000002,12.0,2013-10-07 06:32:42 UTC,-73.999036,40.760962,-74.013712,40.715096,1
1168944,2014-06-18 18:08:48.0000001,13.0,2014-06-18 18:08:48 UTC,-73.984246,40.740314,-73.972036,40.764442,1
2991266,2010-05-17 16:33:00.000000162,8.1,2010-05-17 16:33:00 UTC,-74.00396500000001,40.72581,-73.981075,40.734023,2
46487091,2010-04-08 21:12:33.0000001,6.1,2010-04-08 21:12:33 UTC,-73.977793,40.742167,-73.992026,40.724070000000005,1
13184352,2009-08-11 16:15:00.000000119,8.1,2009-08-11 16:15:00 UTC,-73.966307,40.758737,-73.99086700000001,40.739838,1
26913477,2012-08-03 11:04:00.00000052,15.3,2012-08-03 11:04:00 UTC,-73.979067,40.747585,-74.016285,40.710155,2
25776066,2011-05-24 19:52:00.000000267,7.7,2011-05-24 19:52:00 UTC,-73.95289,40.776695,-73.97565999999999,40.781842,2
49636179,2011-03-29 16:07:00.00000091,7.3,2011-03-29 16:07:00 UTC,-73.963363,40.766725,-73.954822,40.78355,1
46921563,2011-10-26 18:36:32.0000001,5.3,2011-10-26 18:36:32 UTC,-73.953823,40.774983,-73.954408,40.765875,1
52449245,2010-10-08 09:29:00.000000183,10.1,2010-10-08 09:29:00 UTC,-73.991407,40.727278000000005,-73.978928,40.753268,5
11512290,2010-09-19 10:01:07.0000005,5.3,2010-09-19 10:01:07 UTC,-73.983012,40.769447,-73.921617,40.743357,1
54962272,2011-08-10 13:36:00.000000187,4.5,2011-08-10 13:36:00 UTC,-73.941088,40.807972,-73.949577,40.796342,1
12591041,2012-04-20 15:07:57.0000003,15.7,2012-04-20 15:07:57 UTC,-73.975285,40.750138,-73.97472900000001,40.783151,0
52111270,2011-06-19 11:50:15.0000001,5.3,2011-06-19 11:50:15 UTC,-73.96651800000001,40.762199,-73.962202,40.768426,1
31447278,2009-06-22 02:11:00.00000013,4.1,2009-06-22 02:11:00 UTC,-73.998403,40.7138,-74.004952,40.708649,1
13977365,2012-11-05 00:36:08.0000001,8.0,2012-11-05 00:36:08 UTC,-73.996726,40.725304,-73.975769,40.748612,1
39461968,2014-10-09 06:44:25.0000002,12.5,2014-10-09 06:44:25 UTC,-73.993915,40.720477,-73.972375,40.758865,1
37400794,2013-09-13 11:12:13.0000001,5.5,2013-09-13 11:12:13 UTC,-73.979373,40.749483000000005,-73.976425,40.74853,2
19713302,2013-05-17 12:10:00.000000197,4.0,2013-05-17 12:10:00 UTC,-73.958027,40.800877,-73.959723,40.806317,1
28181269,2013-09-18 23:42:00.00000041,5.5,2013-09-18 23:42:00 UTC,-73.999307,40.738595,-74.001995,40.737047,3
42109193,2010-12-25 15:25:07.0000001,6.1,2010-12-25 15:25:07 UTC,-73.983021,40.781555,-73.969992,40.799573,1
5560201,2013-09-01 22:06:53.0000002,9.0,2013-09-01 22:06:53 UTC,-73.991568,40.736083,-73.974765,40.756343,1
52238368,2009-01-01 12:26:00.000000135,9.3,2009-01-01 12:26:00 UTC,-73.94564799999999,40.801802,-73.97091999999999,40.76282,1
33657963,2014-01-26 19:53:33.0000001,5.5,2014-01-26 19:53:33 UTC,-74.001192,40.746592,-74.001292,40.734068,2
5959435,2014-10-25 22:00:00.00000040,16.0,2014-10-25 22:00:00 UTC,-73.98611,40.75909,-74.00325,40.73526,1
25703254,2014-08-24 19:10:38.0000001,39.0,2014-08-24 19:10:38 UTC,-73.978251,40.752352,-73.99387,40.666914,1
42112059,2013-03-04 09:00:17.0000004,8.0,2013-03-04 09:00:17 UTC,-73.981593,40.773528000000006,-73.973023,40.762482,1
42675608,2009-10-16 12:12:00.00000054,6.5,2009-10-16 12:12:00 UTC,-73.982203,40.772603,-73.96274,40.767217,1
45758116,2014-04-12 11:23:00.000000186,6.5,2014-04-12 11:23:00 UTC,-73.99119499999999,40.733177000000005,-74.003442,40.724025,1
40533965,2013-02-17 11:36:55.0000002,6.5,2013-02-17 11:36:55 UTC,-73.997843,40.721532,-74.010194,40.720154,1
19978646,2013-08-06 21:00:00.000000210,5.0,2013-08-06 21:00:00 UTC,-73.97774,40.762452,-73.973467,40.755767,1
13464974,2013-09-27 10:17:32.0000003,10.5,2013-09-27 10:17:32 UTC,-73.971194,40.764137,-73.949601,40.776587,1
48152748,2010-01-18 01:29:00.00000017,9.3,2010-01-18 01:29:00 UTC,-73.98778,40.760447,-73.999988,40.730747,1
37211069,2015-01-17 11:48:15.0000006,14.5,2015-01-17 11:48:15 UTC,-73.99691009521484,40.72386932373047,-73.97360229492188,40.7606086730957,4
33506511,2010-03-03 09:54:31.0000001,6.5,2010-03-03 09:54:31 UTC,-73.961784,40.805489,-73.944506,40.791458,2
805115,2015-01-31 04:49:53.0000001,8.0,2015-01-31 04:49:53 UTC,-73.99199676513672,40.72188949584961,-74.01201629638672,40.7080192565918,4
19937605,2010-04-14 18:30:00.00000075,6.5,2010-04-14 18:30:00 UTC,-73.972025,40.749902,-73.973878,40.738057,1
46756108,2015-01-05 00:35:37.0000002,13.5,2015-01-05 00:35:37 UTC,-73.99024200439453,40.76077270507813,-73.94483184814453,40.79496765136719,1
7563050,2011-11-18 16:19:00.000000148,7.7,2011-11-18 16:19:00 UTC,-73.97284,40.7536,-73.97841,40.763102,1
36288246,2012-07-15 03:41:00.000000137,24.1,2012-07-15 03:41:00 UTC,-73.99539,40.75981,-73.97025,40.64369,1
10970107,2014-01-24 03:34:00.00000030,7.5,2014-01-24 03:34:00 UTC,-73.968177,40.791882,-73.98657,40.768307,4
51710940,2011-10-08 04:57:57.0000001,10.1,2011-10-08 04:57:57 UTC,-73.98576800000001,40.747018,-73.950085,40.772149,1
23789079,2011-04-02 15:00:47.0000003,24.5,2011-04-02 15:00:47 UTC,-73.97799499999999,40.753908,-73.8712,40.774049,1
15589470,2012-04-11 18:59:00.000000165,6.5,2012-04-11 18:59:00 UTC,-73.95395699999999,40.778998,-73.954037,40.76529,1
22030481,2012-09-25 20:39:57.0000002,6.5,2012-09-25 20:39:57 UTC,-73.974005,40.76463,-73.978064,40.753585,2
14170396,2013-02-20 19:54:00.000000222,8.0,2013-02-20 19:54:00 UTC,-73.959535,40.711422,-73.992307,40.719905,6
25588539,2013-04-26 17:59:00.00000071,6.5,2013-04-26 17:59:00 UTC,-73.944855,40.775053,-73.952888,40.785928000000006,1
47070025,2010-06-15 07:04:55.0000001,4.5,2010-06-15 07:04:55 UTC,-73.952038,40.769549,-73.955964,40.764101,1
36914588,2010-01-20 11:55:59.0000003,15.7,2010-01-20 11:55:59 UTC,-73.988073,40.746011,-73.96391899999999,40.710517,1
18868515,2014-03-27 13:30:24.0000003,8.5,2014-03-27 13:30:24 UTC,-73.971558,40.757577000000005,-73.983563,40.748021,2
48649505,2010-01-25 19:45:00.00000011,3.3,2010-01-25 19:45:00 UTC,-73.985497,40.750833,-73.97913,40.752605,1
12160088,2009-03-31 20:13:44.0000009,5.0,2009-03-31 20:13:44 UTC,-73.98043,40.730414,-73.987139,40.722438,1
33673282,2010-12-11 16:12:03.0000002,8.5,2010-12-11 16:12:03 UTC,-74.001651,40.740772,-73.97112,40.750969,1
3916110,2009-05-16 01:58:00.000000146,15.7,2009-05-16 01:58:00 UTC,-73.98635,40.762018,-73.899765,40.745932,2
35092364,2012-09-25 11:16:58.0000002,12.5,2012-09-25 11:16:58 UTC,-73.993562,40.733151,-73.991579,40.748971,1
5899117,2009-08-03 08:01:00.00000091,7.3,2009-08-03 08:01:00 UTC,-73.949597,40.776997,-73.97344,40.75946,1
20397215,2009-08-03 12:01:00.00000027,5.3,2009-08-03 12:01:00 UTC,-73.980913,40.767428,-73.968315,40.762355,5
19331987,2011-09-20 22:31:00.000000222,4.5,2011-09-20 22:31:00 UTC,-73.98315699999999,40.726727,-73.98276700000001,40.719765,5
52663879,2013-12-24 12:47:40.0000003,9.0,2013-12-24 12:47:40 UTC,-73.986086,40.734661,-74.00837299999999,40.733387,1
31984237,2012-03-14 15:12:00.000000109,14.5,2012-03-14 15:12:00 UTC,-73.970157,40.765605,-73.961215,40.811455,2
21422497,2014-01-30 17:53:00.000000139,8.5,2014-01-30 17:53:00 UTC,-73.99276,40.733875,-73.974598,40.742267,1
50409857,2011-11-15 21:30:00.00000065,12.9,2011-11-15 21:30:00 UTC,-73.94802299999999,40.782933,-73.97784,40.729403000000005,2
40878132,2014-01-30 20:09:00.000000222,25.5,2014-01-30 20:09:00 UTC,-73.945872,40.773302,-74.003867,40.74208,1
21357195,2011-08-31 20:36:00.00000094,5.3,2011-08-31 20:36:00 UTC,-73.968735,40.770122,-73.956523,40.783875,1
5740050,2010-09-08 07:05:00.000000178,5.7,2010-09-08 07:05:00 UTC,-73.9636,40.765828000000006,-73.954172,40.785548,5
23469360,2010-11-15 14:36:09.0000003,6.1,2010-11-15 14:36:09 UTC,-74.001281,40.757068,-73.994907,40.75016,1
42280934,2013-08-28 22:13:00.000000127,5.5,2013-08-28 22:13:00 UTC,-73.975332,40.75523,-73.96363000000001,40.757832,1
26557464,2012-08-12 19:44:00.000000149,10.5,2012-08-12 19:44:00 UTC,-74.00388199999999,40.748532,-73.989998,40.723197,1
22497183,2011-05-12 12:36:09.0000002,9.7,2011-05-12 12:36:09 UTC,-73.976124,40.750903,-74.006773,40.72889,2
31089463,2011-07-09 02:50:53.0000001,11.3,2011-07-09 02:50:53 UTC,-73.95642600000001,40.771344,-74.000939,40.736899,1
32655664,2011-05-07 08:29:00.00000052,5.3,2011-05-07 08:29:00 UTC,-73.91705999999999,40.743182,-73.93316800000001,40.745002,1
14921491,2009-01-18 01:01:00.000000235,13.3,2009-01-18 01:01:00 UTC,-74.005138,40.740958,-73.9604,40.733073,3
16137609,2013-02-11 11:35:48.0000006,9.5,2013-02-11 11:35:48 UTC,-73.978093,40.752278,-73.98728100000001,40.750001,1
26515808,2009-11-26 01:25:00.00000034,12.1,2009-11-26 01:25:00 UTC,-73.9199,40.759463,-73.97965500000001,40.745353,1
26634212,2009-01-10 23:46:00.000000222,10.1,2009-01-10 23:46:00 UTC,-73.981353,40.737238,-74.008937,40.725965,1
8935156,2013-09-26 23:57:00.000000186,7.5,2013-09-26 23:57:00 UTC,-73.95588199999999,40.772272,-73.972612,40.784162,1
49493841,2009-02-28 10:35:22.0000004,7.3,2009-02-28 10:35:22 UTC,-73.982683,40.762887,-73.988351,40.740129,1
2613099,2010-03-10 14:54:29.0000004,11.7,2010-03-10 14:54:29 UTC,-73.976187,40.755914,-73.974956,40.792775,1
43258949,2009-11-28 19:36:00.000000124,36.61,2009-11-28 19:36:00 UTC,-73.78195500000001,40.644778,-73.911748,40.561228,1
50676296,2012-04-06 10:39:45.0000001,4.9,2012-04-06 10:39:45 UTC,-74.003874,40.743158,-73.997088,40.737419,4
45462948,2015-02-15 10:22:01.0000001,7.5,2015-02-15 10:22:01 UTC,-73.9660415649414,40.755367279052734,-73.965576171875,40.77223587036133,1
11309373,2012-06-02 02:21:00.00000073,8.9,2012-06-02 02:21:00 UTC,-73.961855,40.770613,-73.991033,40.733617,1
10713165,2013-02-17 08:45:56.0000002,4.0,2013-02-17 08:45:56 UTC,-74.003419,40.708167,-73.99543800000001,40.712204,1
38160064,2010-07-29 18:51:24.0000006,16.1,2010-07-29 18:51:24 UTC,-74.013021,40.704314,-73.95683199999999,40.71827,1
35062849,2009-11-14 16:20:00.000000162,6.5,2009-11-14 16:20:00 UTC,-73.970115,40.74904,-73.985567,40.756317,2
37693437,2013-04-28 00:34:00.00000093,7.0,2013-04-28 00:34:00 UTC,-73.978608,40.728725,-73.992367,40.726375,6
43509306,2014-01-04 23:52:00.000000230,6.5,2014-01-04 23:52:00 UTC,-73.990957,40.730777,-74.00535699999999,40.737157,5
32020814,2015-06-30 20:46:20.0000006,6.0,2015-06-30 20:46:20 UTC,-73.93757629394531,40.80451965332031,-73.93860626220702,40.81261825561523,4
38441558,2013-06-02 11:50:34.0000002,15.0,2013-06-02 11:50:34 UTC,-73.999939,40.761496,-73.997962,40.716803000000006,2
20593841,2014-08-19 07:58:00.00000078,6.0,2014-08-19 07:58:00 UTC,-73.964517,40.797107,-73.953677,40.78697,2
36062103,2013-01-15 15:20:00.00000026,8.0,2013-01-15 15:20:00 UTC,-73.997055,40.747182,-73.991732,40.764687,1
8713011,2011-09-24 18:52:00.00000022,12.9,2011-09-24 18:52:00 UTC,-73.988047,40.778918,-73.98971800000001,40.738635,1
40191237,2012-09-19 18:13:00.0000008,11.5,2012-09-19 18:13:00 UTC,-73.982452,40.76516,-74.00816,40.747772,1
49741657,2010-06-07 11:52:00.00000078,7.7,2010-06-07 11:52:00 UTC,-73.973813,40.749778000000006,-73.955653,40.768785,1
47437338,2015-05-10 14:36:59.0000001,57.54,2015-05-10 14:36:59 UTC,-73.92080688476562,40.7955207824707,-73.93700408935547,40.805084228515625,2
10669987,2010-01-02 14:50:00.00000028,8.9,2010-01-02 14:50:00 UTC,-73.997957,40.717945,-74.002142,40.70691,2
1522165,2014-06-12 17:52:58.0000001,14.0,2014-06-12 17:52:58 UTC,-73.987131,40.720526,-74.016012,40.710283,1
24205026,2014-09-15 01:13:00.0000005,10.0,2014-09-15 01:13:00 UTC,-73.96202199999999,40.715897,-73.948153,40.702942,3
13234,2014-02-08 03:07:40.0000001,10.5,2014-02-08 03:07:40 UTC,-74.003975,40.742146000000005,-73.991892,40.721908,3
913694,2014-04-05 18:44:37.0000001,21.0,2014-04-05 18:44:37 UTC,-73.951064,40.771682,-74.008748,40.712461,2
10981864,2011-01-25 18:34:00.00000037,5.7,2011-01-25 18:34:00 UTC,-73.98198000000001,40.759092,-73.980538,40.760803,2
8416980,2014-04-02 07:12:20.0000002,10.5,2014-04-02 07:12:20 UTC,-74.000209,40.738222,-73.97632,40.761767,1
53493173,2010-10-23 15:11:00.000000216,5.7,2010-10-23 15:11:00 UTC,-74.01274699999999,40.708878000000006,-73.997212,40.717852,4
30901657,2014-04-01 21:37:00.000000186,6.0,2014-04-01 21:37:00 UTC,-74.004275,40.742315000000005,-73.991632,40.73513,1
40373181,2013-04-22 13:02:10.0000007,10.5,2013-04-22 13:02:10 UTC,-73.95433100000001,40.784509,-73.978016,40.783012,1
13864571,2010-05-05 21:39:49.0000001,3.3,2010-05-05 21:39:49 UTC,-73.98097299999999,40.764249,-73.985063,40.758581,1
23618066,2013-03-28 18:23:00.000000107,10.0,2013-03-28 18:23:00 UTC,-73.95373199999999,40.782155,-73.98241,40.77408,1
30464618,2012-03-02 20:57:00.000000105,27.7,2012-03-02 20:57:00 UTC,-73.98391,40.743453,-73.909222,40.87421,2
37137882,2011-12-14 17:29:00.000000165,49.8,2011-12-14 17:29:00 UTC,-73.98997,40.746957,-73.778787,40.645027,2
33208091,2010-12-01 08:31:04.0000003,3.7,2010-12-01 08:31:04 UTC,-74.01230699999999,40.701377,-74.006423,40.704251,2
39797403,2009-04-22 21:15:00.000000106,10.5,2009-04-22 21:15:00 UTC,-73.978605,40.753357,-73.99159499999999,40.750018,1
39608957,2013-10-03 00:06:58.0000002,12.0,2013-10-03 00:06:58 UTC,-73.991916,40.769614,-73.959422,40.776949,1
7196085,2014-06-23 16:52:00.00000030,7.5,2014-06-23 16:52:00 UTC,-73.982427,40.768192,-73.971235,40.785202000000005,1
15754716,2013-08-21 04:29:03.0000002,43.33,2013-08-21 04:29:03 UTC,-74.008253,40.705493,-73.87017,40.773148,1
35115445,2011-01-25 21:10:00.000000165,11.3,2011-01-25 21:10:00 UTC,-74.00630799999999,40.733185,-73.96554,40.759572,2
