Unnamed: 0,customer_id,product,signup_date_time
2651,C5098,prd_1,2017-03-04 08:34:13
2701,C5148,prd_1,2017-03-06 11:46:41
2751,C5198,prd_2,2017-03-07 08:29:02
2801,C5248,prd_1,2017-03-07 14:48:46
2851,C5298,prd_1,2017-03-08 13:04:12
2901,C5348,prd_1,2017-03-09 12:19:48
2951,C5398,prd_1,2017-03-10 13:09:38
3001,C5448,prd_2,2017-03-13 11:03:59
3051,C5498,prd_1,2017-03-14 09:32:15
3101,C5548,prd_1,2017-03-15 09:19:11
3151,C5598,prd_1,2017-03-15 13:54:32
3201,C5648,prd_1,2017-03-16 12:56:09
3251,C5698,prd_1,2017-03-17 12:41:50
3301,C5748,prd_1,2017-03-20 10:00:52
3351,C5798,prd_1,2017-03-20 13:39:40
3401,C5848,prd_1,2017-03-21 12:29:20
3451,C5898,prd_1,2017-03-22 11:18:03
3501,C5948,prd_1,2017-03-23 11:11:48
3551,C5998,prd_1,2017-03-24 11:15:34
3601,C6048,prd_1,2017-03-26 11:45:53
3651,C6098,prd_1,2017-03-27 13:42:56
3701,C6148,prd_1,2017-03-28 12:59:40
3751,C6198,prd_1,2017-03-29 12:39:42
3801,C6248,prd_1,2017-03-30 12:36:50
3851,C6298,prd_1,2017-03-31 14:01:56
3901,C6348,prd_1,2017-04-03 11:36:19
3951,C6398,prd_1,2017-04-04 10:11:03
4001,C6448,prd_2,2017-04-05 10:22:12
4051,C6498,prd_1,2017-04-05 14:51:18
4101,C6548,prd_1,2017-04-06 14:53:12
4151,C6598,prd_1,2017-04-08 11:39:10
4201,C6648,prd_2,2017-04-10 12:23:32
4251,C6698,prd_1,2017-04-11 11:38:27
4301,C6748,prd_1,2017-04-12 10:35:09
4351,C6798,prd_1,2017-04-13 10:23:25
4401,C6848,prd_1,2017-04-14 10:41:01
4451,C6898,prd_2,2017-04-16 11:20:59
4501,C6948,prd_1,2017-04-17 12:50:04
4551,C6998,prd_1,2017-04-18 12:13:05
4601,C7048,prd_1,2017-04-19 12:34:25
4651,C7098,prd_1,2017-04-20 11:53:23
4701,C7148,prd_1,2017-04-21 12:05:32
4751,C7198,prd_1,2017-04-24 09:57:00
4801,C7248,prd_1,2017-04-24 14:02:36
4851,C7298,prd_1,2017-04-25 12:33:59
4901,C7348,prd_1,2017-04-26 12:03:12
4951,C7398,prd_1,2017-04-27 11:58:09
5001,C7448,prd_2,2017-04-28 13:57:02
5051,C7498,prd_1,2017-05-01 10:13:14
5101,C7548,prd_1,2017-05-02 09:25:01
5151,C7598,prd_1,2017-05-02 15:26:31
5201,C7648,prd_1,2017-05-04 09:09:50
5251,C7698,prd_1,2017-05-04 14:36:29
5301,C7748,prd_1,2017-05-06 10:49:36
5351,C7798,prd_1,2017-05-08 12:10:39
5401,C7848,prd_1,2017-05-09 12:27:47
5451,C7898,prd_1,2017-05-10 12:03:44
5501,C7948,prd_1,2017-05-11 12:07:40
5551,C7998,prd_1,2017-05-12 12:21:09
5601,C8048,prd_1,2017-05-15 10:49:47
5651,C8098,prd_1,2017-05-16 08:39:00
5701,C8148,prd_1,2017-05-16 13:37:32
5751,C8198,prd_1,2017-05-17 12:54:34
5801,C8248,prd_1,2017-05-18 12:13:46
5851,C8298,prd_2,2017-05-19 12:57:15
5901,C8348,prd_1,2017-05-22 11:27:04
5951,C8398,prd_1,2017-05-23 10:07:59
6001,C8448,prd_1,2017-05-23 13:51:17
6051,C8498,prd_2,2017-05-24 13:14:40
6101,C8548,prd_1,2017-05-25 13:44:31
6151,C8598,prd_2,2017-05-27 10:38:40
6201,C8648,prd_1,2017-05-29 11:43:30
6251,C8698,prd_1,2017-05-30 10:33:53
6301,C8748,prd_1,2017-05-31 10:21:56
6351,C8798,prd_1,2017-06-01 11:24:43
6401,C8848,prd_1,2017-06-02 13:42:12
6451,C8898,prd_1,2017-06-05 11:00:02
6501,C8948,prd_2,2017-06-06 11:30:24
6551,C8998,prd_2,2017-06-07 11:11:58
6601,C9048,prd_1,2017-06-08 12:55:07
6651,C9098,prd_1,2017-06-09 14:43:54
6701,C9148,prd_2,2017-06-12 11:26:07
6751,C9198,prd_2,2017-06-13 10:54:06
6801,C9248,prd_2,2017-06-14 12:14:39
6851,C9298,prd_1,2017-06-15 13:16:56
6901,C9348,prd_1,2017-06-17 13:03:56
6951,C9398,prd_1,2017-06-19 13:27:11
7001,C9448,prd_1,2017-06-20 15:10:26
7051,C9498,prd_1,2017-06-22 11:39:16
7101,C9548,prd_1,2017-06-23 13:56:35
7151,C9598,prd_2,2017-06-26 12:18:41
7201,C9648,prd_1,2017-06-27 12:30:05
7251,C9698,prd_1,2017-06-28 15:15:16
7301,C9748,prd_1,2017-06-30 11:28:52
7351,C9798,prd_1,2017-07-03 09:32:37
7401,C9848,prd_2,2017-07-04 10:32:01
7451,C9898,prd_1,2017-07-05 12:09:22
7501,C9948,prd_1,2017-07-06 13:23:46
7551,C9998,prd_1,2017-07-09 11:58:56
7601,C10048,prd_1,2017-07-11 09:26:24
7651,C10098,prd_1,2017-07-12 10:41:50
7701,C10148,prd_2,2017-07-13 11:06:27
7751,C10198,prd_2,2017-07-14 12:39:07
7801,C10248,prd_1,2017-07-17 11:00:11
7851,C10298,prd_1,2017-07-18 12:37:30
7901,C10348,prd_2,2017-07-20 09:25:47
7951,C10398,prd_1,2017-07-21 10:55:36
8001,C10448,prd_1,2017-07-24 11:07:20
8051,C10498,prd_1,2017-07-25 12:05:48
8101,C10548,prd_1,2017-07-26 16:23:54
8151,C10598,prd_2,2017-07-28 10:59:32
8201,C10648,prd_1,2017-07-31 10:01:43
8251,C10698,prd_2,2017-08-01 10:43:17
8301,C10748,prd_1,2017-08-02 13:09:37
8351,C10798,prd_2,2017-08-04 09:55:52
8401,C10848,prd_1,2017-08-07 13:50:46
8451,C10898,prd_1,2017-08-09 13:22:30
8501,C10948,prd_1,2017-08-11 12:22:46
8551,C10998,prd_2,2017-08-14 13:20:34
8601,C11048,prd_1,2017-08-16 10:58:44
8651,C11098,prd_1,2017-08-17 15:15:33
8701,C11148,prd_1,2017-08-21 10:04:32
8751,C11198,prd_1,2017-08-22 16:09:45
8801,C11248,prd_1,2017-08-24 13:20:11
8851,C11298,prd_1,2017-08-26 14:17:46
8901,C11348,prd_1,2017-08-29 12:35:05
8951,C11398,prd_1,2017-08-31 13:45:01
9001,C11448,prd_1,2017-09-04 13:36:42
9051,C11498,prd_1,2017-09-07 07:32:38
9101,C11548,prd_1,2017-09-10 10:34:43
9151,C11598,prd_2,2017-09-12 12:48:32
9201,C11648,prd_2,2017-09-14 12:46:14
9251,C11698,prd_1,2017-09-18 12:33:45
9301,C11748,prd_1,2017-09-20 13:03:10
9351,C11798,prd_1,2017-09-22 14:55:16
9401,C11848,prd_2,2017-09-26 12:11:39
9451,C11898,prd_1,2017-09-29 07:17:02
9501,C11948,prd_1,2017-10-03 10:15:49
9551,C11998,prd_1,2017-10-05 12:00:09
9601,C12048,prd_1,2017-10-09 12:37:34
9651,C12098,prd_2,2017-10-12 09:55:46
9701,C12148,prd_1,2017-10-16 11:56:05
9751,C12198,prd_2,2017-10-19 10:49:46
9801,C12248,prd_1,2017-10-24 10:07:03
9851,C12298,prd_2,2017-10-27 11:02:01
9901,C12348,prd_2,2017-10-31 15:07:43
9951,C12398,prd_1,2017-11-06 12:11:16
10001,C12448,prd_1,2017-11-09 12:24:34
10051,C12498,prd_1,2017-11-13 13:47:49
10101,C12548,prd_1,2017-11-18 13:22:00
10151,C12598,prd_1,2017-11-22 12:54:58
10201,C12648,prd_1,2017-11-27 13:20:12
10251,C12698,prd_1,2017-12-04 12:00:28
10301,C12748,prd_1,2017-12-11 11:24:07
10351,C12798,prd_1,2017-12-18 11:53:52
10401,C12848,prd_1,2017-12-27 11:19:50
10451,C12898,prd_1,2018-01-01 10:27:11
10501,C12948,prd_1,2018-01-01 12:50:39
10551,C12998,prd_1,2018-01-02 10:36:20
10601,C13048,prd_1,2018-01-02 13:15:33
10651,C13098,prd_1,2018-01-03 11:00:06
10701,C13148,prd_1,2018-01-04 09:21:27
10751,C13198,prd_1,2018-01-04 12:59:41
10801,C13248,prd_1,2018-01-05 11:54:53
10851,C13298,prd_2,2018-01-06 11:20:01
10901,C13348,prd_1,2018-01-08 10:59:21
10951,C13398,prd_1,2018-01-08 14:04:04
11001,C13448,prd_1,2018-01-09 11:35:36
11051,C13498,prd_1,2018-01-09 14:32:23
11101,C13548,prd_2,2018-01-10 12:12:02
11151,C13598,prd_1,2018-01-11 12:23:50
11201,C13648,prd_1,2018-01-12 11:11:00
11251,C13698,prd_2,2018-01-13 11:03:38
11301,C13748,prd_1,2018-01-15 10:35:38
11351,C13798,prd_2,2018-01-15 14:22:50
11401,C13848,prd_1,2018-01-16 11:57:39
11451,C13898,prd_2,2018-01-17 10:30:13
11501,C13948,prd_1,2018-01-17 14:09:32
11551,C13998,prd_2,2018-01-18 12:06:11
11601,C14048,prd_1,2018-01-19 11:09:35
11651,C14098,prd_1,2018-01-20 12:29:22
11701,C14148,prd_2,2018-01-22 11:09:16
11751,C14198,prd_1,2018-01-22 13:38:51
11801,C14248,prd_1,2018-01-23 11:32:12
11851,C14298,prd_2,2018-01-24 10:32:37
11901,C14348,prd_1,2018-01-24 13:47:32
11951,C14398,prd_1,2018-01-25 12:22:43
12001,C14448,prd_1,2018-01-26 10:22:03
12051,C14498,prd_1,2018-01-27 07:47:35
12101,C14548,prd_2,2018-01-29 10:41:29
12151,C14598,prd_1,2018-01-29 13:15:07
12201,C14648,prd_1,2018-01-30 11:52:19
12251,C14698,prd_1,2018-01-31 10:05:50
12301,C14748,prd_1,2018-01-31 13:41:42
12351,C14798,prd_2,2018-02-01 12:12:32
12401,C14848,prd_1,2018-02-02 10:35:46
12451,C14898,prd_2,2018-02-02 13:17:36
12501,C14948,prd_1,2018-02-05 08:18:13
12551,C14998,prd_1,2018-02-05 12:20:06
12601,C15048,prd_1,2018-02-06 10:49:27
12651,C15098,prd_2,2018-02-06 14:19:11
12701,C15148,prd_2,2018-02-07 12:06:16
12751,C15198,prd_1,2018-02-08 10:16:28
12801,C15248,prd_1,2018-02-08 13:49:57
12851,C15298,prd_1,2018-02-09 12:21:57
12901,C15348,prd_1,2018-02-10 13:25:12
12951,C15398,prd_1,2018-02-12 11:52:26
13001,C15448,prd_1,2018-02-12 14:40:27
13051,C15498,prd_2,2018-02-13 11:36:41
13101,C15548,prd_2,2018-02-13 13:53:44
13151,C15598,prd_2,2018-02-14 11:59:38
13201,C15648,prd_1,2018-02-15 10:06:09
13251,C15698,prd_2,2018-02-15 14:31:28
13301,C15748,prd_1,2018-02-16 12:45:00
13351,C15798,prd_1,2018-02-19 08:48:08
13401,C15848,prd_1,2018-02-19 12:08:54
13451,C15898,prd_1,2018-02-20 10:01:44
13501,C15948,prd_1,2018-02-20 12:46:58
13551,C15998,prd_1,2018-02-21 10:51:43
13601,C16048,prd_1,2018-02-22 09:54:34
13651,C16098,prd_2,2018-02-22 13:53:35
13701,C16148,prd_1,2018-02-23 13:42:28
13751,C16198,prd_1,2018-02-25 12:48:46
13801,C16248,prd_2,2018-02-26 12:28:41
13851,C16298,prd_1,2018-02-27 09:12:48
13901,C16348,prd_1,2018-02-27 12:45:20
13951,C16398,prd_2,2018-02-28 09:41:30
14001,C16448,prd_2,2018-02-28 12:36:31
14051,C16498,prd_1,2018-03-01 10:10:41
14101,C16548,prd_2,2018-03-01 13:32:46
14151,C16598,prd_1,2018-03-02 12:06:59
14201,C16648,prd_1,2018-03-03 10:43:51
14251,C16698,prd_2,2018-03-05 10:31:36
14301,C16748,prd_1,2018-03-05 13:36:34
14351,C16798,prd_1,2018-03-06 11:22:33
14401,C16848,prd_1,2018-03-06 14:23:12
14451,C16898,prd_1,2018-03-07 12:11:54
14501,C16948,prd_1,2018-03-08 09:40:36
14551,C16998,prd_2,2018-03-08 12:32:17
14601,C17048,prd_1,2018-03-09 10:44:26
14651,C17098,prd_2,2018-03-10 10:42:39
14701,C17148,prd_2,2018-03-12 09:55:29
14751,C17198,prd_2,2018-03-12 13:19:37
14801,C17248,prd_1,2018-03-13 11:14:19
14851,C17298,prd_2,2018-03-13 14:08:53
14901,C17348,prd_1,2018-03-14 12:01:27
14951,C17398,prd_2,2018-03-15 10:19:11
15001,C17448,prd_2,2018-03-16 08:31:58
15051,C17498,prd_1,2018-03-16 14:17:47
15101,C17548,prd_1,2018-03-19 10:13:16
15151,C17598,prd_1,2018-03-19 12:59:44
15201,C17648,prd_1,2018-03-20 09:51:46
15251,C17698,prd_2,2018-03-20 12:13:53
15301,C17748,prd_1,2018-03-21 10:38:48
15351,C17798,prd_1,2018-03-21 13:18:45
15401,C17848,prd_2,2018-03-22 11:35:58
15451,C17898,prd_1,2018-03-23 10:20:33
15501,C17948,prd_2,2018-03-23 17:04:24
15551,C17998,prd_2,2018-03-26 11:08:31
15601,C18048,prd_2,2018-03-26 14:26:58
15651,C18098,prd_1,2018-03-27 11:45:17
15701,C18148,prd_2,2018-03-27 14:49:45
15751,C18198,prd_1,2018-03-28 12:24:03
15801,C18248,prd_1,2018-03-29 09:46:28
15851,C18298,prd_1,2018-03-29 15:45:43
15901,C18348,prd_1,2018-03-30 12:46:51
15951,C18398,prd_1,2018-04-01 08:22:03
16001,C18448,prd_1,2018-04-02 11:44:54
16051,C18498,prd_2,2018-04-02 15:31:45
16101,C18548,prd_1,2018-04-03 12:11:56
16151,C18598,prd_1,2018-04-04 10:24:12
16201,C18648,prd_1,2018-04-04 14:03:44
16251,C18698,prd_1,2018-04-05 12:58:17
16301,C18748,prd_1,2018-04-06 11:07:44
16351,C18798,prd_1,2018-04-07 11:26:05
16401,C18848,prd_1,2018-04-09 11:16:48
16451,C18898,prd_1,2018-04-09 14:20:05
16501,C18948,prd_2,2018-04-10 11:48:17
16551,C18998,prd_1,2018-04-11 08:23:38
16601,C19048,prd_1,2018-04-11 12:15:28
16651,C19098,prd_1,2018-04-12 10:44:47
16701,C19148,prd_1,2018-04-12 15:03:40
16751,C19198,prd_1,2018-04-13 12:44:22
16801,C19248,prd_1,2018-04-14 12:45:53
16851,C19298,prd_1,2018-04-16 10:27:44
16901,C19348,prd_1,2018-04-16 12:23:18
16951,C19398,prd_1,2018-04-17 10:14:59
17001,C19448,prd_1,2018-04-17 13:32:53
17051,C19498,prd_1,2018-04-18 11:44:17
17101,C19548,prd_1,2018-04-18 15:50:19
17151,C19598,prd_1,2018-04-19 12:58:01
17201,C19648,prd_1,2018-04-20 11:22:27
17251,C19698,prd_1,2018-04-21 12:32:11
17301,C19748,prd_1,2018-04-23 10:38:47
17351,C19798,prd_1,2018-04-23 13:15:37
17401,C19848,prd_1,2018-04-24 11:35:54
17451,C19898,prd_1,2018-04-25 10:48:33
17501,C19948,prd_2,2018-04-25 13:31:37
17551,C19998,prd_1,2018-04-26 11:39:42
17601,C20048,prd_1,2018-04-27 08:45:03
17651,C20098,prd_2,2018-04-27 13:15:22
17701,C20148,prd_1,2018-04-29 14:27:29
17751,C20198,prd_1,2018-04-30 12:18:23
17801,C20248,prd_1,2018-05-01 10:11:09
17851,C20298,prd_2,2018-05-01 13:24:41
17901,C20348,prd_1,2018-05-02 12:10:05
17951,C20398,prd_1,2018-05-03 11:22:02
18001,C20448,prd_1,2018-05-04 10:22:52
18051,C20498,prd_1,2018-05-05 10:48:37
18101,C20548,prd_1,2018-05-07 10:46:32
18151,C20598,prd_2,2018-05-07 14:08:29
18201,C20648,prd_1,2018-05-08 11:33:12
18251,C20698,prd_1,2018-05-09 10:33:37
18301,C20748,prd_1,2018-05-10 07:21:23
18351,C20798,prd_1,2018-05-10 12:27:12
18401,C20848,prd_1,2018-05-11 11:24:09
18451,C20898,prd_2,2018-05-12 11:36:23
18501,C20948,prd_1,2018-05-14 10:22:36
18551,C20998,prd_1,2018-05-14 13:24:30
18601,C21048,prd_1,2018-05-15 11:36:36
18651,C21098,prd_1,2018-05-16 08:59:36
18701,C21148,prd_1,2018-05-16 12:59:27
18751,C21198,prd_1,2018-05-17 11:47:25
18801,C21248,prd_1,2018-05-18 10:16:58
18851,C21298,prd_1,2018-05-19 11:38:24
18901,C21348,prd_1,2018-05-21 10:27:38
18951,C21398,prd_1,2018-05-21 13:01:28
19001,C21448,prd_1,2018-05-22 10:46:21
19051,C21498,prd_1,2018-05-22 13:46:12
19101,C21548,prd_1,2018-05-23 12:53:38
19151,C21598,prd_2,2018-05-24 11:41:10
19201,C21648,prd_1,2018-05-25 10:37:38
19251,C21698,prd_1,2018-05-26 11:51:31
19301,C21748,prd_1,2018-05-28 10:44:58
19351,C21798,prd_1,2018-05-28 13:48:07
19401,C21848,prd_1,2018-05-29 11:33:49
19451,C21898,prd_2,2018-05-29 14:55:24
19501,C21948,prd_1,2018-05-30 12:23:51
19551,C21998,prd_1,2018-05-31 10:52:51
19601,C22048,prd_1,2018-06-01 09:42:53
19651,C22098,prd_2,2018-06-02 10:15:36
19701,C22148,prd_1,2018-06-04 10:44:49
19751,C22198,prd_2,2018-06-04 13:26:25
19801,C22248,prd_1,2018-06-05 12:10:38
19851,C22298,prd_1,2018-06-06 10:45:29
19901,C22348,prd_1,2018-06-06 15:26:30
19951,C22398,prd_1,2018-06-07 12:30:03
20001,C22448,prd_2,2018-06-08 12:03:52
20051,C22498,prd_1,2018-06-10 13:03:45
20101,C22548,prd_1,2018-06-11 12:10:42
20151,C22598,prd_1,2018-06-12 09:21:23
20201,C22648,prd_2,2018-06-12 13:11:26
20251,C22698,prd_1,2018-06-13 12:13:52
20301,C22748,prd_1,2018-06-14 11:02:15
20351,C22798,prd_1,2018-06-15 07:56:34
20401,C22848,prd_1,2018-06-16 12:33:06
20451,C22898,prd_2,2018-06-18 11:29:03
20501,C22948,prd_1,2018-06-19 07:45:32
20551,C22998,prd_1,2018-06-19 13:13:21
20601,C23048,prd_1,2018-06-20 11:20:21
20651,C23098,prd_2,2018-06-21 10:03:23
20701,C23148,prd_1,2018-06-21 13:22:47
20751,C23198,prd_1,2018-06-22 12:34:53
20801,C23248,prd_1,2018-06-24 12:13:59
20851,C23298,prd_2,2018-06-25 12:09:57
20901,C23348,prd_2,2018-06-26 10:07:45
20951,C23398,prd_2,2018-06-26 16:27:46
21001,C23448,prd_1,2018-06-27 12:59:41
21051,C23498,prd_1,2018-06-28 11:46:22
21101,C23548,prd_2,2018-06-29 10:33:07
21151,C23598,prd_1,2018-06-30 11:53:33
21201,C23648,prd_1,2018-07-02 11:12:39
21251,C23698,prd_2,2018-07-02 14:28:49
21301,C23748,prd_1,2018-07-03 12:06:02
21351,C23798,prd_2,2018-07-04 11:19:49
21401,C23848,prd_1,2018-07-04 15:07:46
21451,C23898,prd_1,2018-07-05 12:45:23
21501,C23948,prd_2,2018-07-06 11:28:55
21551,C23998,prd_1,2018-07-08 13:22:20
21601,C24048,prd_1,2018-07-09 13:49:57
21651,C24098,prd_2,2018-07-10 12:15:20
21701,C24148,prd_1,2018-07-11 11:23:37
21751,C24198,prd_1,2018-07-12 10:20:05
21801,C24248,prd_2,2018-07-13 08:13:53
21851,C24298,prd_2,2018-07-15 08:14:42
21901,C24348,prd_1,2018-07-16 11:30:47
21951,C24398,prd_1,2018-07-16 15:34:32
22001,C24448,prd_1,2018-07-17 12:48:43
22051,C24498,prd_1,2018-07-18 12:18:35
22101,C24548,prd_2,2018-07-19 10:49:47
22151,C24598,prd_1,2018-07-20 11:17:31
22201,C24648,prd_1,2018-07-21 15:17:49
22251,C24698,prd_1,2018-07-23 12:27:32
22301,C24748,prd_1,2018-07-24 11:00:12
22351,C24798,prd_1,2018-07-25 08:52:59
22401,C24848,prd_1,2018-07-25 14:22:08
22451,C24898,prd_1,2018-07-26 12:50:58
22501,C24948,prd_1,2018-07-27 13:17:28
22551,C24998,prd_2,2018-07-30 10:00:51
22601,C25048,prd_1,2018-07-30 14:04:09
22651,C25098,prd_1,2018-07-31 12:30:41
22701,C25148,prd_2,2018-08-01 11:51:41
22751,C25198,prd_1,2018-08-02 10:48:51
22801,C25248,prd_1,2018-08-03 10:44:14
22851,C25298,prd_2,2018-08-05 10:10:42
22901,C25348,prd_2,2018-08-06 11:59:39
22951,C25398,prd_2,2018-08-07 10:42:36
23001,C25448,prd_1,2018-08-08 09:18:24
23051,C25498,prd_1,2018-08-08 13:22:36
23101,C25548,prd_1,2018-08-09 12:34:57
23151,C25598,prd_2,2018-08-10 14:04:05
23201,C25648,prd_2,2018-08-13 11:12:00
23251,C25698,prd_1,2018-08-14 09:39:08
23301,C25748,prd_1,2018-08-15 08:35:12
23351,C25798,prd_1,2018-08-15 14:57:36
23401,C25848,prd_1,2018-08-17 10:00:03
23451,C25898,prd_1,2018-08-18 11:14:51
23501,C25948,prd_1,2018-08-20 11:55:52
23551,C25998,prd_1,2018-08-21 10:03:15
23601,C26048,prd_1,2018-08-21 16:55:51
23651,C26098,prd_1,2018-08-23 10:08:20
23701,C26148,prd_2,2018-08-24 10:23:11
23751,C26198,prd_1,2018-08-26 14:47:54
23801,C26248,prd_1,2018-08-27 12:50:30
23851,C26298,prd_1,2018-08-28 12:25:13
23901,C26348,prd_1,2018-08-29 11:42:32
23951,C26398,prd_2,2018-08-30 11:39:04
24001,C26448,prd_1,2018-08-31 10:02:09
24051,C26498,prd_2,2018-09-03 10:04:52
24101,C26548,prd_1,2018-09-03 14:49:32
24151,C26598,prd_1,2018-09-04 13:13:48
24201,C26648,prd_1,2018-09-05 13:50:06
24251,C26698,prd_1,2018-09-06 13:03:15
24301,C26748,prd_1,2018-09-08 07:44:28
24351,C26798,prd_1,2018-09-10 11:41:03
24401,C26848,prd_2,2018-09-11 10:16:22
24451,C26898,prd_2,2018-09-12 09:58:02
24501,C26948,prd_1,2018-09-13 10:04:48
24551,C26998,prd_2,2018-09-14 11:38:00
24601,C27048,prd_1,2018-09-17 10:50:09
24651,C27098,prd_1,2018-09-18 11:46:41
24701,C27148,prd_1,2018-09-19 12:14:24
24751,C27198,prd_2,2018-09-20 12:44:21
24801,C27248,prd_1,2018-09-22 11:52:35
24851,C27298,prd_1,2018-09-24 13:11:42
24901,C27348,prd_1,2018-09-25 15:02:11
24951,C27398,prd_1,2018-09-27 09:29:50
25001,C27448,prd_2,2018-09-28 10:34:04
25051,C27498,prd_2,2018-09-30 11:08:51
25101,C27548,prd_1,2018-10-01 12:43:11
25151,C27598,prd_1,2018-10-02 14:04:35
25201,C27648,prd_1,2018-10-04 11:33:16
25251,C27698,prd_1,2018-10-05 14:51:10
25301,C27748,prd_1,2018-10-08 11:32:40
25351,C27798,prd_1,2018-10-09 10:18:01
25401,C27848,prd_1,2018-10-10 10:58:48
25451,C27898,prd_1,2018-10-11 12:13:42
25501,C27948,prd_1,2018-10-13 11:40:53
25551,C27998,prd_1,2018-10-15 14:15:26
25601,C28048,prd_1,2018-10-16 14:27:38
25651,C28098,prd_2,2018-10-18 10:30:14
25701,C28148,prd_2,2018-10-19 09:54:36
25751,C28198,prd_1,2018-10-22 10:33:02
25801,C28248,prd_1,2018-10-23 11:44:28
25851,C28298,prd_1,2018-10-24 13:12:58
25901,C28348,prd_1,2018-10-26 11:01:57
25951,C28398,prd_2,2018-10-29 12:07:52
26001,C28448,prd_1,2018-10-30 12:00:40
26051,C28498,prd_1,2018-11-01 08:29:50
26101,C28548,prd_1,2018-11-02 12:49:09
26151,C28598,prd_1,2018-11-05 13:20:38
26201,C28648,prd_1,2018-11-07 11:00:31
26251,C28698,prd_1,2018-11-09 10:51:39
26301,C28748,prd_1,2018-11-12 10:06:56
26351,C28798,prd_2,2018-11-13 12:14:53
26401,C28848,prd_1,2018-11-14 15:17:16
26451,C28898,prd_1,2018-11-16 11:41:27
26501,C28948,prd_1,2018-11-19 12:55:11
26551,C28998,prd_1,2018-11-21 08:35:34
26601,C29048,prd_1,2018-11-22 12:16:00
26651,C29098,prd_1,2018-11-25 08:09:04
26701,C29148,prd_2,2018-11-27 12:13:26
26751,C29198,prd_1,2018-11-28 15:25:53
26801,C29248,prd_1,2018-11-30 12:44:14
26851,C29298,prd_1,2018-12-03 13:07:30
26901,C29348,prd_1,2018-12-05 12:59:42
26951,C29398,prd_1,2018-12-07 16:41:39
27001,C29448,prd_1,2018-12-11 11:47:04
27051,C29498,prd_1,2018-12-14 10:15:13
27101,C29548,prd_1,2018-12-17 13:39:40
27151,C29598,prd_1,2018-12-20 11:49:11
27201,C29648,prd_2,2018-12-24 10:42:41
27251,C29698,prd_2,2018-12-26 10:01:19
27301,C29748,prd_2,2018-12-28 12:16:20
27351,C29798,prd_1,2019-01-01 09:05:47
27401,C29848,prd_1,2019-01-01 11:47:18
27451,C29898,prd_1,2019-01-01 13:33:38
27501,C29948,prd_1,2019-01-02 10:16:33
27551,C29998,prd_2,2019-01-02 12:01:35
27601,C30048,prd_1,2019-01-02 13:42:12
27651,C30098,prd_2,2019-01-03 10:16:46
27701,C30148,prd_1,2019-01-03 12:07:14
27751,C30198,prd_2,2019-01-03 14:17:03
27801,C30248,prd_1,2019-01-04 11:25:21
27851,C30298,prd_1,2019-01-04 14:20:08
