Unnamed: 0,case_id,date_time,customer_id,channel,reason
4060,CC4160,2017-03-25 12:37:54,C6039,phone,signup
4093,CC4193,2017-03-26 15:26:08,C135936,phone,support
4126,CC4226,2017-03-27 11:44:05,C6075,phone,signup
4159,CC4259,2017-03-27 13:57:57,C6101,phone,signup
4192,CC4292,2017-03-28 10:44:29,C6125,phone,signup
4225,CC4325,2017-03-28 14:13:43,C138055,phone,support
4258,CC4358,2017-03-29 11:03:04,C6178,phone,signup
4291,CC4391,2017-03-29 12:58:25,C6207,phone,signup
4324,CC4424,2017-03-30 10:41:51,C5536,phone,support
4357,CC4457,2017-03-30 15:28:18,C6257,phone,signup
4390,CC4490,2017-03-31 11:48:33,C6283,phone,signup
4423,CC4523,2017-04-01 10:10:27,C6307,phone,signup
4456,CC4556,2017-04-02 14:20:32,C6327,phone,signup
4489,CC4589,2017-04-03 11:28:48,C6347,phone,signup
4522,CC4622,2017-04-03 13:44:14,C6375,phone,signup
4555,CC4655,2017-04-04 10:05:51,C6398,phone,signup
4588,CC4688,2017-04-04 12:50:49,C6424,phone,signup
4621,CC4721,2017-04-05 09:23:24,C6444,phone,signup
4654,CC4754,2017-04-05 12:39:03,C6473,phone,signup
4687,CC4787,2017-04-06 08:54:27,C6502,phone,signup
4720,CC4820,2017-04-06 12:13:00,C6533,phone,signup
4753,CC4853,2017-04-07 10:39:31,C6560,phone,signup
4786,CC4886,2017-04-07 13:57:15,C6589,phone,signup
4819,CC4919,2017-04-08 13:53:12,C6082,phone,support
4852,CC4952,2017-04-10 09:33:19,C6622,phone,signup
4885,CC4985,2017-04-10 12:22:34,C6649,phone,signup
4918,CC5018,2017-04-10 15:05:17,C138841,phone,support
4951,CC5051,2017-04-11 11:43:21,C6699,phone,signup
4984,CC5084,2017-04-11 14:36:44,C6729,phone,signup
5017,CC5117,2017-04-12 11:07:32,C6756,phone,signup
5050,CC5150,2017-04-12 14:01:12,C6785,phone,signup
5083,CC5183,2017-04-13 11:15:55,C6810,phone,signup
5116,CC5216,2017-04-13 13:49:21,C4471,phone,support
5149,CC5249,2017-04-14 12:14:17,C6856,phone,signup
5182,CC5282,2017-04-15 09:51:25,C2718,phone,support
5215,CC5315,2017-04-16 11:50:44,C6899,phone,signup
5248,CC5348,2017-04-17 10:26:48,C6915,phone,signup
5281,CC5381,2017-04-17 12:36:29,C6945,phone,signup
5314,CC5414,2017-04-17 16:51:08,C6279,phone,support
5347,CC5447,2017-04-18 11:29:29,C6990,phone,signup
5380,CC5480,2017-04-18 13:51:29,C7017,phone,signup
5413,CC5513,2017-04-19 11:28:18,C134347,phone,support
5446,CC5546,2017-04-19 14:26:37,C7064,phone,signup
5479,CC5579,2017-04-20 10:56:12,C139446,phone,support
5512,CC5612,2017-04-20 14:07:03,C136043,phone,support
5545,CC5645,2017-04-21 11:02:16,C7139,phone,signup
5578,CC5678,2017-04-21 17:27:20,C138919,phone,support
5611,CC5711,2017-04-22 15:26:40,C7181,phone,signup
5644,CC5744,2017-04-24 09:48:42,C7197,phone,signup
5677,CC5777,2017-04-24 12:30:35,C7227,phone,signup
5710,CC5810,2017-04-24 15:19:39,C138769,phone,support
5743,CC5843,2017-04-25 10:53:08,C132807,phone,support
5776,CC5876,2017-04-25 12:53:54,C7305,phone,signup
5809,CC5909,2017-04-26 09:48:39,C7328,phone,signup
5842,CC5942,2017-04-26 12:31:40,C7357,phone,signup
5875,CC5975,2017-04-26 17:49:47,C138034,phone,support
5908,CC6008,2017-04-27 12:26:09,C7404,phone,signup
5941,CC6041,2017-04-28 10:47:41,C7429,phone,signup
5974,CC6074,2017-04-28 15:45:12,C137716,phone,support
6007,CC6107,2017-04-29 14:09:37,C137699,phone,support
6040,CC6140,2017-04-30 15:54:58,C7485,phone,signup
6073,CC6173,2017-05-01 11:18:20,C7510,phone,signup
6106,CC6206,2017-05-01 14:09:18,C7537,phone,signup
6139,CC6239,2017-05-02 10:58:02,C7559,phone,signup
6172,CC6272,2017-05-02 13:30:43,C7585,phone,signup
6205,CC6305,2017-05-03 09:55:48,C7606,phone,signup
6238,CC6338,2017-05-03 13:05:46,C7633,phone,signup
6271,CC6371,2017-05-04 09:15:12,C7650,phone,signup
6304,CC6404,2017-05-04 12:43:58,C7680,phone,signup
6337,CC6437,2017-05-04 17:28:43,C7703,phone,signup
6370,CC6470,2017-05-05 11:30:42,C7726,phone,signup
6403,CC6503,2017-05-05 16:21:52,C141265,phone,support
6436,CC6536,2017-05-06 15:04:17,C6987,phone,support
6469,CC6569,2017-05-07 15:34:47,C5844,phone,support
6502,CC6602,2017-05-08 11:54:43,C7795,phone,signup
6535,CC6635,2017-05-08 14:31:10,C7818,phone,signup
6568,CC6668,2017-05-09 11:28:43,C7841,phone,signup
6601,CC6701,2017-05-09 14:28:43,C7869,phone,signup
6634,CC6734,2017-05-10 11:17:51,C7888,phone,signup
6667,CC6767,2017-05-10 14:16:23,C7917,phone,signup
6700,CC6800,2017-05-11 11:31:45,C7940,phone,signup
6733,CC6833,2017-05-11 13:50:10,C7964,phone,signup
6766,CC6866,2017-05-12 11:30:43,C7992,phone,signup
6799,CC6899,2017-05-12 16:14:25,C139968,phone,support
6832,CC6932,2017-05-13 17:28:56,C139967,phone,support
6865,CC6965,2017-05-15 08:51:27,C8040,phone,signup
6898,CC6998,2017-05-15 12:04:29,C8067,phone,signup
6931,CC7031,2017-05-15 15:00:56,C8095,phone,signup
6964,CC7064,2017-05-16 11:12:02,C8118,phone,signup
6997,CC7097,2017-05-16 13:17:01,C8145,phone,signup
7030,CC7130,2017-05-17 09:57:47,C8166,phone,signup
7063,CC7163,2017-05-17 12:47:53,C8197,phone,signup
7096,CC7196,2017-05-17 15:01:15,C142141,phone,support
7129,CC7229,2017-05-18 11:28:40,C8240,phone,signup
7162,CC7262,2017-05-18 14:48:52,C8264,phone,signup
7195,CC7295,2017-05-19 11:55:21,C8286,phone,signup
7228,CC7328,2017-05-19 17:30:11,C6259,phone,support
7261,CC7361,2017-05-21 10:59:14,C142744,phone,support
7294,CC7394,2017-05-22 10:31:32,C8339,phone,signup
7327,CC7427,2017-05-22 12:55:26,C8366,phone,signup
7360,CC7460,2017-05-23 09:13:13,C8386,phone,signup
7393,CC7493,2017-05-23 11:56:01,C8417,phone,signup
7426,CC7526,2017-05-23 13:30:42,C140358,phone,support
7459,CC7559,2017-05-24 08:41:45,C8464,phone,signup
7492,CC7592,2017-05-24 12:18:58,C8490,phone,signup
7525,CC7625,2017-05-25 08:26:25,C8510,phone,signup
7558,CC7658,2017-05-25 12:41:25,C8534,phone,signup
7591,CC7691,2017-05-26 09:34:33,C8559,phone,signup
7624,CC7724,2017-05-26 13:27:16,C132127,phone,support
7657,CC7757,2017-05-27 11:46:53,C135411,phone,support
7690,CC7790,2017-05-28 11:05:47,C133150,phone,support
7723,CC7823,2017-05-29 09:04:34,C136181,phone,support
7756,CC7856,2017-05-29 12:19:04,C8653,phone,signup
7789,CC7889,2017-05-29 15:53:22,C8680,phone,signup
7822,CC7922,2017-05-30 11:08:11,C8703,phone,signup
7855,CC7955,2017-05-30 14:21:39,C8731,phone,signup
7888,CC7988,2017-05-31 11:00:12,C8752,phone,signup
7921,CC8021,2017-05-31 14:13:46,C140309,phone,support
7954,CC8054,2017-06-01 11:04:53,C141151,phone,support
7987,CC8087,2017-06-01 14:47:07,C143796,phone,support
8020,CC8120,2017-06-02 11:30:34,C8837,phone,signup
8053,CC8153,2017-06-03 08:40:00,C141646,phone,support
8086,CC8186,2017-06-03 15:43:48,C7329,phone,support
8119,CC8219,2017-06-04 14:35:30,C138445,phone,support
8152,CC8252,2017-06-05 11:17:47,C8902,phone,signup
8185,CC8285,2017-06-05 13:51:43,C141811,phone,support
8218,CC8318,2017-06-06 11:15:18,C8946,phone,signup
8251,CC8351,2017-06-06 13:41:15,C132356,phone,support
8284,CC8384,2017-06-07 10:34:38,C8988,phone,signup
8317,CC8417,2017-06-07 13:16:30,C6811,phone,support
8350,CC8450,2017-06-08 10:47:08,C9032,phone,signup
8383,CC8483,2017-06-08 14:07:30,C4850,phone,support
8416,CC8516,2017-06-09 11:15:28,C9078,phone,signup
8449,CC8549,2017-06-09 14:55:06,C141263,phone,support
8482,CC8582,2017-06-10 16:09:53,C133634,phone,support
8515,CC8615,2017-06-11 13:24:32,C9127,phone,signup
8548,CC8648,2017-06-12 10:45:46,C9142,phone,signup
8581,CC8681,2017-06-12 13:08:21,C9170,phone,signup
8614,CC8714,2017-06-13 08:28:12,C9187,phone,signup
8647,CC8747,2017-06-13 12:18:28,C134177,phone,support
8680,CC8780,2017-06-14 10:08:34,C9237,phone,signup
8713,CC8813,2017-06-14 13:55:08,C7349,phone,support
8746,CC8846,2017-06-15 11:10:51,C8630,phone,support
8779,CC8879,2017-06-15 14:25:31,C9303,phone,signup
8812,CC8912,2017-06-16 12:26:50,C9321,phone,signup
8845,CC8945,2017-06-17 11:35:25,C3490,phone,support
8878,CC8978,2017-06-18 12:38:17,C4565,phone,support
8911,CC9011,2017-06-19 09:40:23,C9362,phone,signup
8944,CC9044,2017-06-19 12:49:57,C9393,phone,signup
8977,CC9077,2017-06-19 17:04:03,C8195,phone,support
9010,CC9110,2017-06-20 12:47:09,C9435,phone,signup
9043,CC9143,2017-06-21 10:37:17,C134104,phone,support
9076,CC9176,2017-06-21 15:23:44,C9478,phone,signup
9109,CC9209,2017-06-22 11:47:31,C6295,phone,support
9142,CC9242,2017-06-22 14:30:59,C135937,phone,support
9175,CC9275,2017-06-23 12:58:18,C137574,phone,support
9208,CC9308,2017-06-24 11:42:31,C9552,phone,signup
9241,CC9341,2017-06-25 11:40:19,C3734,phone,support
9274,CC9374,2017-06-26 09:55:19,C145712,phone,support
9307,CC9407,2017-06-26 12:37:57,C9603,phone,signup
9340,CC9440,2017-06-27 07:53:24,C9621,phone,signup
9373,CC9473,2017-06-27 12:16:27,C9647,phone,signup
9406,CC9506,2017-06-27 17:52:43,C4129,phone,support
9439,CC9539,2017-06-28 12:38:16,C140315,phone,support
9472,CC9572,2017-06-29 11:44:59,C9712,phone,signup
9505,CC9605,2017-06-29 14:51:31,C9735,phone,signup
9538,CC9638,2017-06-30 11:58:25,C9757,phone,signup
9571,CC9671,2017-06-30 16:58:10,C4255,phone,support
9604,CC9704,2017-07-01 16:24:46,C139288,phone,support
9637,CC9737,2017-07-02 17:29:28,C7804,phone,support
9670,CC9770,2017-07-03 11:39:31,C9810,phone,signup
9703,CC9803,2017-07-03 13:53:55,C9832,phone,signup
9736,CC9836,2017-07-04 09:26:53,C9845,phone,signup
9769,CC9869,2017-07-04 12:48:12,C145500,phone,support
9802,CC9902,2017-07-05 10:59:31,C9890,phone,signup
9835,CC9935,2017-07-05 14:23:19,C139079,phone,support
9868,CC9968,2017-07-06 11:49:33,C9933,phone,signup
9901,CC10001,2017-07-06 14:28:29,C9955,phone,signup
9934,CC10034,2017-07-07 11:43:02,C9972,phone,signup
9967,CC10067,2017-07-07 17:29:22,C6472,phone,support
10000,CC10100,2017-07-08 14:21:06,C6465,phone,support
10033,CC10133,2017-07-09 15:28:18,C3541,phone,support
10066,CC10166,2017-07-10 11:41:35,C10019,phone,signup
10099,CC10199,2017-07-10 14:47:22,C10041,phone,signup
10132,CC10232,2017-07-11 10:42:29,C10055,phone,signup
10165,CC10265,2017-07-11 13:34:46,C144921,phone,support
10198,CC10298,2017-07-12 10:28:04,C9350,phone,support
10231,CC10331,2017-07-12 13:17:14,C10126,phone,signup
10264,CC10364,2017-07-13 09:35:14,C10143,phone,signup
10297,CC10397,2017-07-13 12:44:24,C10168,phone,signup
10330,CC10430,2017-07-13 17:59:41,C133245,phone,support
10363,CC10463,2017-07-14 13:20:32,C6365,phone,support
10396,CC10496,2017-07-15 10:57:41,C10210,phone,signup
10429,CC10529,2017-07-15 15:08:55,C5162,phone,support
10462,CC10562,2017-07-16 14:15:27,C4354,phone,support
10495,CC10595,2017-07-17 11:33:08,C10250,phone,signup
10528,CC10628,2017-07-17 14:39:51,C10267,phone,signup
10561,CC10661,2017-07-18 11:28:55,C10287,phone,signup
10594,CC10694,2017-07-18 14:46:57,C10309,phone,signup
10627,CC10727,2017-07-19 11:20:14,C10328,phone,signup
10660,CC10760,2017-07-19 15:01:14,C5588,phone,support
10693,CC10793,2017-07-20 11:25:10,C10358,phone,signup
10726,CC10826,2017-07-20 15:02:40,C2496,phone,support
10759,CC10859,2017-07-21 10:51:17,C10398,phone,signup
10792,CC10892,2017-07-21 17:13:45,C5373,phone,support
10825,CC10925,2017-07-22 16:01:36,C132774,phone,support
10858,CC10958,2017-07-23 17:09:06,C138266,phone,support
10891,CC10991,2017-07-24 12:12:56,C10461,phone,signup
10924,CC11024,2017-07-24 16:51:26,C142759,phone,support
10957,CC11057,2017-07-25 12:52:40,C10502,phone,signup
10990,CC11090,2017-07-26 10:37:07,C10518,phone,signup
11023,CC11123,2017-07-26 13:16:58,C10540,phone,signup
11056,CC11156,2017-07-27 09:06:54,C5376,phone,support
11089,CC11189,2017-07-27 13:20:54,C10579,phone,signup
11122,CC11222,2017-07-28 10:27:14,C4055,phone,support
11155,CC11255,2017-07-28 14:16:52,C10615,phone,signup
11188,CC11288,2017-07-29 11:51:36,C135502,phone,support
11221,CC11321,2017-07-30 09:02:58,C7746,phone,support
11254,CC11354,2017-07-30 17:06:37,C3208,phone,support
11287,CC11387,2017-07-31 11:43:54,C10665,phone,signup
11320,CC11420,2017-07-31 15:40:47,C141710,phone,support
11353,CC11453,2017-08-01 10:59:29,C10702,phone,signup
11386,CC11486,2017-08-01 13:36:41,C3092,phone,support
11419,CC11519,2017-08-02 11:32:52,C10736,phone,signup
11452,CC11552,2017-08-02 16:55:10,C146931,phone,support
11485,CC11585,2017-08-03 12:22:02,C10774,phone,signup
11518,CC11618,2017-08-03 17:20:29,C140770,phone,support
11551,CC11651,2017-08-04 13:26:50,C7429,phone,support
11584,CC11684,2017-08-05 13:50:10,C3999,phone,support
11617,CC11717,2017-08-06 13:15:11,C141485,phone,support
11650,CC11750,2017-08-07 10:34:36,C10832,phone,signup
11683,CC11783,2017-08-07 15:54:32,C10850,phone,signup
11716,CC11816,2017-08-08 12:33:47,C10869,phone,signup
11749,CC11849,2017-08-09 07:57:19,C10883,phone,signup
11782,CC11882,2017-08-09 13:42:59,C141589,phone,support
11815,CC11915,2017-08-10 11:13:10,C10914,phone,signup
11848,CC11948,2017-08-10 17:06:52,C5375,phone,support
11881,CC11981,2017-08-11 12:20:02,C10948,phone,signup
11914,CC12014,2017-08-12 10:14:35,C147836,phone,support
11947,CC12047,2017-08-13 09:36:29,C10772,phone,support
11980,CC12080,2017-08-13 16:35:43,C148383,phone,support
12013,CC12113,2017-08-14 13:17:26,C10999,phone,signup
12046,CC12146,2017-08-15 10:14:38,C11019,phone,signup
12079,CC12179,2017-08-15 13:43:16,C11039,phone,signup
12112,CC12212,2017-08-16 11:01:57,C11049,phone,signup
12145,CC12245,2017-08-16 14:29:19,C142452,phone,support
12178,CC12278,2017-08-17 11:42:16,C4421,phone,support
12211,CC12311,2017-08-17 16:01:39,C135584,phone,support
12244,CC12344,2017-08-18 12:47:46,C11114,phone,signup
12277,CC12377,2017-08-19 09:55:03,C11124,phone,signup
12310,CC12410,2017-08-19 17:42:05,C4158,phone,support
12343,CC12443,2017-08-20 17:14:05,C146383,phone,support
12376,CC12476,2017-08-21 13:18:18,C11166,phone,signup
12409,CC12509,2017-08-22 10:28:31,C11179,phone,signup
12442,CC12542,2017-08-22 15:09:36,C132109,phone,support
12475,CC12575,2017-08-23 12:21:16,C11210,phone,signup
12508,CC12608,2017-08-23 17:03:20,C138990,phone,support
12541,CC12641,2017-08-24 12:41:38,C11242,phone,signup
12574,CC12674,2017-08-25 09:56:39,C11260,phone,signup
12607,CC12707,2017-08-25 13:45:09,C11285,phone,signup
12640,CC12740,2017-08-26 12:53:57,C137158,phone,support
12673,CC12773,2017-08-27 11:41:33,C11300,phone,signup
12706,CC12806,2017-08-28 11:05:17,C146313,phone,support
12739,CC12839,2017-08-28 14:17:25,C145531,phone,support
12772,CC12872,2017-08-29 11:17:02,C11339,phone,signup
12805,CC12905,2017-08-29 14:17:18,C11357,phone,signup
12838,CC12938,2017-08-30 12:04:49,C11374,phone,signup
12871,CC12971,2017-08-31 09:58:10,C11387,phone,signup
12904,CC13004,2017-08-31 13:51:16,C136133,phone,support
12937,CC13037,2017-09-01 10:26:39,C11411,phone,signup
12970,CC13070,2017-09-01 17:08:18,C136501,phone,support
13003,CC13103,2017-09-02 15:26:54,C137444,phone,support
13036,CC13136,2017-09-03 14:13:47,C9328,phone,support
13069,CC13169,2017-09-04 12:08:50,C3773,phone,support
13102,CC13202,2017-09-05 07:25:03,C9226,phone,support
13135,CC13235,2017-09-05 15:28:12,C7339,phone,support
13168,CC13268,2017-09-06 12:19:20,C11487,phone,signup
13201,CC13301,2017-09-06 17:19:27,C9848,phone,support
13234,CC13334,2017-09-07 14:33:05,C137734,phone,support
13267,CC13367,2017-09-08 12:18:25,C135148,phone,support
13300,CC13400,2017-09-08 16:56:39,C140910,phone,support
13333,CC13433,2017-09-09 15:10:05,C135395,phone,support
13366,CC13466,2017-09-10 14:28:24,C10825,phone,support
13399,CC13499,2017-09-11 12:18:01,C11563,phone,signup
13432,CC13532,2017-09-11 16:58:27,C148930,phone,support
13465,CC13565,2017-09-12 12:44:23,C11598,phone,signup
13498,CC13598,2017-09-13 08:35:40,C11606,phone,signup
13531,CC13631,2017-09-13 14:49:27,C11629,phone,signup
13564,CC13664,2017-09-14 12:24:37,C11646,phone,signup
13597,CC13697,2017-09-15 11:17:06,C136753,phone,support
13630,CC13730,2017-09-15 17:42:54,C148241,phone,support
13663,CC13763,2017-09-16 16:12:00,C140626,phone,support
13696,CC13796,2017-09-17 14:27:29,C146397,phone,support
13729,CC13829,2017-09-18 11:33:29,C11691,phone,signup
13762,CC13862,2017-09-18 17:44:41,C132272,phone,support
13795,CC13895,2017-09-19 13:00:01,C11734,phone,signup
13828,CC13928,2017-09-20 10:46:57,C11743,phone,signup
13861,CC13961,2017-09-20 15:08:44,C133277,phone,support
13894,CC13994,2017-09-21 12:00:09,C11776,phone,signup
13927,CC14027,2017-09-22 10:02:27,C11785,phone,signup
13960,CC14060,2017-09-22 16:23:07,C8153,phone,support
13993,CC14093,2017-09-23 16:49:33,C3770,phone,support
14026,CC14126,2017-09-24 14:56:00,C7803,phone,support
14059,CC14159,2017-09-25 11:57:08,C3800,phone,support
14092,CC14192,2017-09-26 10:06:08,C11838,phone,signup
14125,CC14225,2017-09-26 14:07:59,C11856,phone,signup
14158,CC14258,2017-09-27 10:59:57,C11866,phone,signup
14191,CC14291,2017-09-27 17:12:49,C134295,phone,support
14224,CC14324,2017-09-28 13:14:39,C145754,phone,support
14257,CC14357,2017-09-29 10:24:43,C11900,phone,signup
14290,CC14390,2017-09-29 17:44:42,C138765,phone,support
14323,CC14423,2017-10-01 11:09:37,C150076,phone,support
14356,CC14456,2017-10-01 15:02:58,C9674,phone,support
14389,CC14489,2017-10-02 12:33:53,C11939,phone,signup
14422,CC14522,2017-10-03 10:13:17,C11948,phone,signup
14455,CC14555,2017-10-03 14:25:20,C143537,phone,support
14488,CC14588,2017-10-04 12:14:18,C11976,phone,signup
14521,CC14621,2017-10-04 17:52:05,C139693,phone,support
14554,CC14654,2017-10-05 13:44:45,C7567,phone,support
14587,CC14687,2017-10-06 12:09:22,C12019,phone,signup
14620,CC14720,2017-10-07 09:59:47,C135419,phone,support
14653,CC14753,2017-10-08 12:08:40,C6995,phone,support
14686,CC14786,2017-10-09 10:53:30,C12041,phone,signup
14719,CC14819,2017-10-09 15:27:33,C2572,phone,support
14752,CC14852,2017-10-10 13:34:02,C12068,phone,signup
14785,CC14885,2017-10-11 11:40:50,C12083,phone,signup
14818,CC14918,2017-10-12 09:53:08,C12099,phone,signup
14851,CC14951,2017-10-12 15:40:13,C7442,phone,support
14884,CC14984,2017-10-13 13:10:27,C10705,phone,support
14917,CC15017,2017-10-14 10:42:01,C148301,phone,support
14950,CC15050,2017-10-15 11:36:04,C142499,phone,support
14983,CC15083,2017-10-16 10:58:59,C5811,phone,support
15016,CC15116,2017-10-17 06:08:39,C8707,phone,support
