Unnamed: 0,customer_id,age,gender
10451,C12898,62,male
10501,C12948,62,female
10551,C12998,41,female
10601,C13048,64,male
10651,C13098,70,male
10701,C13148,42,male
10751,C13198,65,male
10801,C13248,47,female
10851,C13298,54,female
10901,C13348,36,female
10951,C13398,52,female
11001,C13448,54,female
11051,C13498,55,female
11101,C13548,62,female
11151,C13598,53,male
11201,C13648,59,female
11251,C13698,70,female
11301,C13748,60,male
11351,C13798,68,male
11401,C13848,48,female
11451,C13898,49,female
11501,C13948,66,male
11551,C13998,63,female
11601,C14048,54,female
11651,C14098,46,male
11701,C14148,64,male
11751,C14198,37,male
11801,C14248,75,female
11851,C14298,53,male
11901,C14348,58,female
11951,C14398,44,male
12001,C14448,65,female
12051,C14498,32,female
12101,C14548,42,female
12151,C14598,54,female
12201,C14648,52,female
12251,C14698,33,female
12301,C14748,58,male
12351,C14798,59,male
12401,C14848,56,male
12451,C14898,60,male
12501,C14948,59,female
12551,C14998,67,female
12601,C15048,76,male
12651,C15098,57,male
12701,C15148,61,male
12751,C15198,76,female
12801,C15248,58,male
12851,C15298,51,female
12901,C15348,44,male
12951,C15398,42,male
13001,C15448,46,female
13051,C15498,44,male
13101,C15548,36,female
13151,C15598,53,female
13201,C15648,61,male
13251,C15698,48,female
13301,C15748,50,male
13351,C15798,65,male
13401,C15848,60,female
13451,C15898,59,male
13501,C15948,53,female
13551,C15998,46,male
13601,C16048,68,male
13651,C16098,52,male
13701,C16148,54,female
13751,C16198,66,female
13801,C16248,64,male
13851,C16298,38,male
13901,C16348,66,female
13951,C16398,37,female
14001,C16448,46,female
14051,C16498,55,female
14101,C16548,47,male
14151,C16598,58,female
14201,C16648,70,female
14251,C16698,58,female
14301,C16748,50,female
14351,C16798,68,female
14401,C16848,52,female
14451,C16898,64,female
14501,C16948,56,male
14551,C16998,43,male
14601,C17048,45,male
14651,C17098,58,female
14701,C17148,57,male
14751,C17198,43,male
14801,C17248,72,female
14851,C17298,61,female
14901,C17348,39,female
14951,C17398,72,male
15001,C17448,45,female
15051,C17498,33,female
15101,C17548,59,female
15151,C17598,71,female
15201,C17648,62,male
15251,C17698,57,female
15301,C17748,53,female
15351,C17798,69,female
15401,C17848,69,female
15451,C17898,73,female
15501,C17948,61,female
15551,C17998,61,female
15601,C18048,54,male
15651,C18098,44,female
15701,C18148,43,female
15751,C18198,73,male
15801,C18248,51,male
15851,C18298,46,female
15901,C18348,62,male
15951,C18398,43,male
16001,C18448,76,female
16051,C18498,42,male
16101,C18548,23,male
16151,C18598,68,female
16201,C18648,74,male
16251,C18698,72,female
16301,C18748,47,male
16351,C18798,65,male
16401,C18848,68,male
16451,C18898,50,female
16501,C18948,60,male
16551,C18998,61,female
16601,C19048,62,female
16651,C19098,66,male
16701,C19148,70,female
16751,C19198,50,female
16801,C19248,65,male
16851,C19298,50,male
16901,C19348,56,female
16951,C19398,49,male
17001,C19448,44,female
17051,C19498,49,male
17101,C19548,50,female
17151,C19598,59,female
17201,C19648,57,male
17251,C19698,51,female
17301,C19748,47,male
17351,C19798,69,female
17401,C19848,47,female
17451,C19898,60,male
17501,C19948,50,female
17551,C19998,55,male
17601,C20048,53,male
17651,C20098,64,male
17701,C20148,56,male
17751,C20198,50,female
17801,C20248,44,male
17851,C20298,62,female
17901,C20348,41,male
17951,C20398,53,male
18001,C20448,74,male
18051,C20498,60,female
18101,C20548,44,female
18151,C20598,35,male
18201,C20648,48,female
18251,C20698,51,male
18301,C20748,55,male
18351,C20798,64,female
18401,C20848,56,female
18451,C20898,62,female
18501,C20948,50,male
18551,C20998,62,female
18601,C21048,63,male
18651,C21098,53,male
18701,C21148,69,female
18751,C21198,42,female
18801,C21248,64,female
18851,C21298,62,female
18901,C21348,43,male
18951,C21398,63,male
19001,C21448,62,female
19051,C21498,53,female
19101,C21548,48,male
19151,C21598,51,female
19201,C21648,77,male
19251,C21698,61,female
19301,C21748,47,female
19351,C21798,49,female
19401,C21848,58,male
19451,C21898,43,male
19501,C21948,65,female
19551,C21998,51,female
19601,C22048,52,male
19651,C22098,77,male
19701,C22148,60,female
19751,C22198,39,female
19801,C22248,58,female
19851,C22298,53,female
19901,C22348,52,female
19951,C22398,75,male
20001,C22448,65,female
20051,C22498,56,female
20101,C22548,66,female
20151,C22598,53,female
20201,C22648,63,female
20251,C22698,50,male
20301,C22748,47,female
20351,C22798,55,male
20401,C22848,41,female
20451,C22898,71,female
20501,C22948,54,male
20551,C22998,47,female
20601,C23048,37,female
20651,C23098,57,male
20701,C23148,63,male
20751,C23198,57,male
20801,C23248,52,female
20851,C23298,58,male
20901,C23348,56,female
20951,C23398,49,female
21001,C23448,57,male
21051,C23498,46,male
21101,C23548,68,female
21151,C23598,54,male
21201,C23648,40,male
21251,C23698,70,male
21301,C23748,59,male
21351,C23798,49,male
21401,C23848,43,female
21451,C23898,58,male
21501,C23948,64,male
21551,C23998,76,male
21601,C24048,54,male
21651,C24098,36,female
21701,C24148,49,female
21751,C24198,51,male
21801,C24248,38,female
21851,C24298,63,male
21901,C24348,55,male
21951,C24398,43,female
22001,C24448,45,female
22051,C24498,63,male
22101,C24548,66,male
22151,C24598,57,male
22201,C24648,40,male
22251,C24698,58,female
22301,C24748,43,male
22351,C24798,73,male
22401,C24848,64,female
22451,C24898,47,female
22501,C24948,58,male
22551,C24998,62,female
22601,C25048,77,female
22651,C25098,36,male
22701,C25148,62,male
22751,C25198,50,female
22801,C25248,67,male
22851,C25298,41,male
22901,C25348,59,male
22951,C25398,55,male
23001,C25448,48,female
23051,C25498,46,female
23101,C25548,53,male
23151,C25598,60,male
23201,C25648,62,female
23251,C25698,60,male
23301,C25748,59,male
23351,C25798,50,female
23401,C25848,48,male
23451,C25898,39,female
23501,C25948,73,male
23551,C25998,46,female
23601,C26048,54,male
23651,C26098,77,female
23701,C26148,74,female
23751,C26198,41,male
23801,C26248,48,female
23851,C26298,54,female
23901,C26348,70,female
23951,C26398,73,female
24001,C26448,39,female
24051,C26498,59,female
24101,C26548,61,male
24151,C26598,61,female
24201,C26648,30,male
24251,C26698,57,female
24301,C26748,53,female
24351,C26798,66,female
24401,C26848,62,female
24451,C26898,63,male
24501,C26948,27,female
24551,C26998,51,male
24601,C27048,55,male
24651,C27098,61,female
24701,C27148,60,female
24751,C27198,48,female
24801,C27248,54,female
24851,C27298,67,male
24901,C27348,68,male
24951,C27398,66,male
25001,C27448,63,male
25051,C27498,58,male
25101,C27548,75,female
25151,C27598,49,male
25201,C27648,52,male
25251,C27698,33,male
25301,C27748,58,female
25351,C27798,47,male
25401,C27848,47,male
25451,C27898,43,female
25501,C27948,52,female
25551,C27998,48,male
25601,C28048,65,female
25651,C28098,57,male
25701,C28148,62,male
25751,C28198,46,male
25801,C28248,54,female
25851,C28298,70,female
25901,C28348,67,male
25951,C28398,62,male
26001,C28448,58,male
26051,C28498,45,male
26101,C28548,43,female
26151,C28598,62,female
26201,C28648,68,male
26251,C28698,52,male
26301,C28748,63,male
26351,C28798,40,female
26401,C28848,61,male
26451,C28898,45,male
26501,C28948,64,female
26551,C28998,56,female
26601,C29048,62,male
26651,C29098,48,female
26701,C29148,58,female
26751,C29198,51,male
26801,C29248,64,female
26851,C29298,46,male
26901,C29348,76,male
26951,C29398,61,female
27001,C29448,47,female
27051,C29498,71,female
27101,C29548,67,female
27151,C29598,58,male
27201,C29648,60,male
27251,C29698,45,male
27301,C29748,47,female
27351,C29798,72,female
27401,C29848,52,male
27451,C29898,43,female
27501,C29948,58,female
27551,C29998,58,female
27601,C30048,48,male
27651,C30098,59,female
27701,C30148,41,female
27751,C30198,66,male
27801,C30248,53,female
27851,C30298,66,female
27901,C30348,61,male
27951,C30398,61,male
28001,C30448,67,male
28051,C30498,58,female
28101,C30548,64,male
28151,C30598,67,female
28201,C30648,71,female
28251,C30698,43,male
28301,C30748,54,male
28351,C30798,54,male
28401,C30848,34,male
28451,C30898,48,male
28501,C30948,58,male
28551,C30998,54,female
28601,C31048,61,male
28651,C31098,54,male
28701,C31148,33,female
28751,C31198,62,female
28801,C31248,62,male
28851,C31298,65,male
28901,C31348,56,male
28951,C31398,65,male
29001,C31448,57,male
29051,C31498,66,male
29101,C31548,39,male
29151,C31598,74,female
29201,C31648,65,male
29251,C31698,66,female
29301,C31748,51,male
29351,C31798,51,male
29401,C31848,60,female
29451,C31898,54,male
29501,C31948,58,female
29551,C31998,52,male
29601,C32048,68,male
29651,C32098,35,female
29701,C32148,65,male
29751,C32198,50,male
29801,C32248,58,female
29851,C32298,71,male
29901,C32348,65,female
29951,C32398,68,male
30001,C32448,41,male
30051,C32498,44,female
30101,C32548,68,female
30151,C32598,62,female
30201,C32648,61,female
30251,C32698,70,female
30301,C32748,50,male
30351,C32798,58,male
30401,C32848,45,female
30451,C32898,43,male
30501,C32948,66,male
30551,C32998,72,female
30601,C33048,44,male
30651,C33098,44,female
30701,C33148,44,female
30751,C33198,36,male
30801,C33248,63,female
30851,C33298,64,female
30901,C33348,65,male
30951,C33398,65,male
31001,C33448,68,male
31051,C33498,69,male
31101,C33548,43,female
31151,C33598,50,female
31201,C33648,36,female
31251,C33698,52,female
31301,C33748,61,male
31351,C33798,59,male
31401,C33848,59,male
31451,C33898,43,male
31501,C33948,59,male
31551,C33998,48,female
31601,C34048,68,female
31651,C34098,42,male
31701,C34148,44,male
31751,C34198,60,male
31801,C34248,76,female
31851,C34298,46,male
31901,C34348,51,female
31951,C34398,70,female
32001,C34448,46,female
32051,C34498,62,female
32101,C34548,64,female
32151,C34598,51,female
32201,C34648,74,female
32251,C34698,55,male
32301,C34748,49,female
32351,C34798,41,female
32401,C34848,29,male
32451,C34898,55,male
32501,C34948,53,female
32551,C34998,56,female
32601,C35048,57,female
32651,C35098,62,female
32701,C35148,57,male
32751,C35198,64,male
32801,C35248,50,female
32851,C35298,63,female
32901,C35348,65,male
32951,C35398,65,male
33001,C35448,58,male
33051,C35498,63,female
33101,C35548,70,male
33151,C35598,45,female
33201,C35648,53,male
33251,C35698,61,male
33301,C35748,77,male
33351,C35798,63,male
33401,C35848,52,female
33451,C35898,74,male
33501,C35948,76,male
33551,C35998,59,female
33601,C36048,63,female
33651,C36098,50,female
33701,C36148,68,male
33751,C36198,51,female
33801,C36248,58,male
33851,C36298,71,male
33901,C36348,42,male
33951,C36398,34,female
34001,C36448,50,male
34051,C36498,47,female
34101,C36548,58,male
34151,C36598,65,male
34201,C36648,49,female
34251,C36698,54,male
34301,C36748,52,male
34351,C36798,66,male
34401,C36848,34,male
34451,C36898,39,female
34501,C36948,69,male
34551,C36998,29,female
34601,C37048,49,male
34651,C37098,67,female
34701,C37148,63,female
34751,C37198,52,female
34801,C37248,58,male
34851,C37298,48,male
34901,C37348,61,male
34951,C37398,70,male
35001,C37448,67,male
35051,C37498,58,male
35101,C37548,53,female
35151,C37598,57,female
35201,C37648,55,female
35251,C37698,47,female
35301,C37748,43,male
35351,C37798,58,female
35401,C37848,56,male
35451,C37898,71,female
35501,C37948,44,male
35551,C37998,63,male
35601,C38048,66,male
35651,C38098,55,female
35701,C38148,56,female
35751,C38198,75,male
35801,C38248,71,female
35851,C38298,30,male
35901,C38348,53,female
35951,C38398,72,male
36001,C38448,59,male
36051,C38498,59,male
36101,C38548,46,male
36151,C38598,70,female
36201,C38648,62,male
36251,C38698,64,female
36301,C38748,69,male
36351,C38798,77,female
36401,C38848,44,male
36451,C38898,46,male
36501,C38948,69,female
36551,C38998,68,female
36601,C39048,51,male
36651,C39098,66,male
36701,C39148,70,male
36751,C39198,46,male
36801,C39248,57,female
36851,C39298,50,female
36901,C39348,65,male
36951,C39398,46,female
37001,C39448,65,female
37051,C39498,36,female
37101,C39548,39,female
37151,C39598,51,female
37201,C39648,68,male
37251,C39698,42,female
37301,C39748,53,female
37351,C39798,67,male
37401,C39848,52,male
37451,C39898,64,female
37501,C39948,58,male
37551,C39998,62,female
37601,C40048,62,female
37651,C40098,65,male
37701,C40148,75,male
37751,C40198,60,male
37801,C40248,60,male
37851,C40298,52,female
37901,C40348,73,female
37951,C40398,50,male
38001,C40448,53,male
38051,C40498,66,male
38101,C40548,62,female
38151,C40598,54,female
38201,C40648,54,female
38251,C40698,66,male
38301,C40748,53,male
38351,C40798,64,male
38401,C40848,59,male
38451,C40898,54,male
38501,C40948,56,female
38551,C40998,42,male
38601,C41048,69,female
38651,C41098,55,male
38701,C41148,56,male
38751,C41198,51,female
38801,C41248,45,female
38851,C41298,72,male
38901,C41348,67,male
38951,C41398,60,female
39001,C41448,35,male
39051,C41498,76,female
39101,C41548,59,female
39151,C41598,40,female
39201,C41648,63,male
39251,C41698,78,female
39301,C41748,44,male
39351,C41798,70,female
39401,C41848,45,female
39451,C41898,61,female
39501,C41948,53,male
39551,C41998,43,female
39601,C42048,64,female
39651,C42098,72,female
39701,C42148,45,female
39751,C42198,65,female
39801,C42248,48,male
39851,C42298,59,male
39901,C42348,61,female
39951,C42398,56,male
40001,C42448,48,male
40051,C42498,69,male
40101,C42548,71,female
40151,C42598,61,male
40201,C42648,46,male
40251,C42698,68,female
40301,C42748,54,male
40351,C42798,45,female
40401,C42848,54,male
40451,C42898,54,male
40501,C42948,57,female
40551,C42998,55,female
40601,C43048,65,male
40651,C43098,71,female
40701,C43148,69,female
40751,C43198,61,male
40801,C43248,41,female
40851,C43298,71,male
40901,C43348,65,female
40951,C43398,43,female
41001,C43448,48,female
41051,C43498,62,female
41101,C43548,59,male
41151,C43598,47,female
41201,C43648,55,female
41251,C43698,65,female
41301,C43748,64,male
41351,C43798,59,male
41401,C43848,53,male
41451,C43898,43,male
41501,C43948,49,female
41551,C43998,59,male
41601,C44048,60,male
41651,C44098,57,male
41701,C44148,70,female
41751,C44198,57,male
41801,C44248,71,male
41851,C44298,50,female
41901,C44348,53,female
41951,C44398,70,female
42001,C44448,47,female
42051,C44498,64,female
42101,C44548,49,male
42151,C44598,68,male
42201,C44648,61,female
42251,C44698,60,female
42301,C44748,53,male
42351,C44798,50,female
42401,C44848,62,male
42451,C44898,60,female
42501,C44948,48,male
42551,C44998,54,male
42601,C45048,66,male
42651,C45098,57,female
42701,C45148,55,female
42751,C45198,61,male
42801,C45248,42,female
42851,C45298,61,male
42901,C45348,75,male
42951,C45398,64,male
43001,C45448,68,female
43051,C45498,42,male
43101,C45548,45,female
43151,C45598,55,female
43201,C45648,51,male
43251,C45698,59,female
43301,C45748,49,female
43351,C45798,67,male
43401,C45848,72,female
43451,C45898,58,male
43501,C45948,41,female
43551,C45998,43,female
43601,C46048,55,male
43651,C46098,51,female
43701,C46148,57,male
43751,C46198,43,female
43801,C46248,71,male
43851,C46298,54,female
43901,C46348,60,male
43951,C46398,51,male
44001,C46448,67,male
44051,C46498,34,male
44101,C46548,63,male
44151,C46598,63,male
44201,C46648,62,female
44251,C46698,61,male
44301,C46748,58,female
44351,C46798,57,male
44401,C46848,69,female
44451,C46898,65,male
44501,C46948,67,female
44551,C46998,63,male
44601,C47048,63,male
44651,C47098,59,male
44701,C47148,48,male
44751,C47198,64,male
44801,C47248,53,female
44851,C47298,52,male
44901,C47348,48,female
44951,C47398,48,female
45001,C47448,72,female
45051,C47498,40,male
45101,C47548,57,male
45151,C47598,69,female
45201,C47648,57,female
45251,C47698,51,female
45301,C47748,53,female
45351,C47798,60,male
45401,C47848,70,female
45451,C47898,78,female
45501,C47948,63,male
45551,C47998,70,female
45601,C48048,36,female
45651,C48098,47,male
45701,C48148,58,female
45751,C48198,69,male
45801,C48248,54,male
45851,C48298,67,female
45901,C48348,78,male
45951,C48398,59,female
46001,C48448,60,female
46051,C48498,68,female
46101,C48548,53,female
46151,C48598,65,female
46201,C48648,50,male
46251,C48698,34,male
46301,C48748,47,female
46351,C48798,56,male
46401,C48848,68,male
46451,C48898,68,female
46501,C48948,52,male
46551,C48998,60,female
46601,C49048,40,female
46651,C49098,52,male
46701,C49148,66,female
46751,C49198,54,male
46801,C49248,52,male
46851,C49298,49,male
46901,C49348,50,male
46951,C49398,54,male
47001,C49448,46,female
47051,C49498,46,male
47101,C49548,67,female
47151,C49598,68,female
47201,C49648,47,female
47251,C49698,66,male
47301,C49748,62,male
47351,C49798,65,female
47401,C49848,62,female
47451,C49898,71,male
47501,C49948,41,male
47551,C49998,54,male
47601,C50048,52,female
47651,C50098,65,male
47701,C50148,54,female
47751,C50198,44,female
47801,C50248,70,male
47851,C50298,61,female
47901,C50348,54,female
47951,C50398,43,male
48001,C50448,62,male
48051,C50498,54,male
48101,C50548,65,female
48151,C50598,69,female
48201,C50648,55,male
48251,C50698,51,male
48301,C50748,69,male
48351,C50798,66,male
48401,C50848,56,male
48451,C50898,65,female
48501,C50948,48,female
48551,C50998,66,male
48601,C51048,75,male
48651,C51098,59,male
48701,C51148,43,female
48751,C51198,40,female
48801,C51248,69,female
48851,C51298,76,male
48901,C51348,56,male
48951,C51398,55,female
49001,C51448,77,male
49051,C51498,62,female
49101,C51548,77,female
49151,C51598,52,female
49201,C51648,64,male
49251,C51698,51,male
49301,C51748,78,male
49351,C51798,45,male
49401,C51848,61,male
49451,C51898,67,male
49501,C51948,44,female
49551,C51998,47,male
49601,C52048,55,male
49651,C52098,65,female
49701,C52148,65,female
49751,C52198,75,female
49801,C52248,56,female
49851,C52298,63,male
49901,C52348,72,male
49951,C52398,60,male
50001,C52448,59,female
50051,C52498,54,female
50101,C52548,56,female
50151,C52598,59,male
50201,C52648,66,male
50251,C52698,47,female
50301,C52748,26,female
50351,C52798,51,female
50401,C52848,36,female
50451,C52898,43,female
50501,C52948,46,female
50551,C52998,64,female
50601,C53048,65,male
50651,C53098,64,female
50701,C53148,68,male
50751,C53198,78,male
50801,C53248,63,female
50851,C53298,52,male
50901,C53348,43,male
50951,C53398,68,male
51001,C53448,69,male
51051,C53498,54,female
51101,C53548,54,female
51151,C53598,44,male
51201,C53648,65,male
51251,C53698,67,male
51301,C53748,52,male
51351,C53798,59,female
51401,C53848,53,male
51451,C53898,39,female
51501,C53948,49,female
51551,C53998,74,female
51601,C54048,56,female
51651,C54098,57,male
51701,C54148,40,male
51751,C54198,64,female
51801,C54248,58,female
51851,C54298,65,male
51901,C54348,47,male
51951,C54398,64,male
52001,C54448,52,female
52051,C54498,48,male
52101,C54548,47,female
52151,C54598,62,male
52201,C54648,56,female
52251,C54698,56,female
52301,C54748,72,male
52351,C54798,48,male
52401,C54848,54,male
52451,C54898,62,female
52501,C54948,48,male
52551,C54998,57,female
52601,C55048,62,male
52651,C55098,53,male
52701,C55148,51,female
52751,C55198,62,male
52801,C55248,60,female
52851,C55298,65,male
52901,C55348,60,female
52951,C55398,48,male
53001,C55448,33,male
53051,C55498,27,female
53101,C55548,72,female
53151,C55598,38,female
53201,C55648,46,female
53251,C55698,60,female
53301,C55748,54,male
53351,C55798,67,female
53401,C55848,58,female
53451,C55898,67,female
53501,C55948,49,female
53551,C55998,63,female
53601,C56048,44,female
53651,C56098,54,male
53701,C56148,52,male
53751,C56198,52,female
53801,C56248,53,male
53851,C56298,71,male
53901,C56348,46,female
53951,C56398,28,female
54001,C56448,54,male
54051,C56498,64,female
54101,C56548,59,male
54151,C56598,61,female
54201,C56648,76,female
54251,C56698,52,male
54301,C56748,50,female
54351,C56798,55,male
54401,C56848,57,female
54451,C56898,67,male
54501,C56948,50,male
54551,C56998,23,female
54601,C57048,54,female
54651,C57098,47,male
54701,C57148,41,male
54751,C57198,53,male
54801,C57248,58,female
54851,C57298,66,female
54901,C57348,43,female
54951,C57398,55,female
55001,C57448,71,female
55051,C57498,62,male
55101,C57548,62,male
55151,C57598,56,male
55201,C57648,40,female
55251,C57698,61,female
55301,C57748,58,male
55351,C57798,64,female
55401,C57848,54,male
55451,C57898,63,female
55501,C57948,38,male
55551,C57998,44,male
55601,C58048,62,female
55651,C58098,45,female
55701,C58148,59,female
55751,C58198,50,male
55801,C58248,47,male
55851,C58298,49,female
55901,C58348,66,female
55951,C58398,57,female
56001,C58448,59,female
56051,C58498,50,female
56101,C58548,62,female
56151,C58598,59,female
56201,C58648,45,male
56251,C58698,76,female
56301,C58748,69,male
56351,C58798,45,female
56401,C58848,29,female
56451,C58898,58,male
56501,C58948,58,male
56551,C58998,30,male
56601,C59048,46,female
56651,C59098,64,male
56701,C59148,72,male
56751,C59198,62,female
56801,C59248,57,male
56851,C59298,62,female
56901,C59348,47,male
56951,C59398,45,male
57001,C59448,50,male
57051,C59498,72,female
57101,C59548,51,male
57151,C59598,64,male
57201,C59648,70,male
57251,C59698,50,female
57301,C59748,52,male
57351,C59798,24,male
57401,C59848,59,female
57451,C59898,47,male
57501,C59948,66,female
57551,C59998,53,male
57601,C60048,44,female
57651,C60098,51,male
57701,C60148,59,male
57751,C60198,57,female
57801,C60248,52,female
57851,C60298,69,female
57901,C60348,56,male
57951,C60398,61,male
58001,C60448,55,male
58051,C60498,50,male
58101,C60548,64,female
58151,C60598,66,female
58201,C60648,51,female
58251,C60698,57,male
58301,C60748,73,female
58351,C60798,71,female
58401,C60848,41,male
58451,C60898,74,male
58501,C60948,51,male
58551,C60998,65,female
58601,C61048,60,male
58651,C61098,53,female
58701,C61148,56,male
58751,C61198,68,female
58801,C61248,47,female
58851,C61298,65,male
58901,C61348,63,male
58951,C61398,66,male
59001,C61448,56,female
59051,C61498,44,female
59101,C61548,67,female
59151,C61598,62,female
59201,C61648,51,male
59251,C61698,69,male
59301,C61748,55,female
59351,C61798,74,female
59401,C61848,48,male
59451,C61898,57,female
59501,C61948,55,male
59551,C61998,50,male
59601,C62048,49,male
59651,C62098,48,female
59701,C62148,59,female
59751,C62198,55,female
59801,C62248,60,female
59851,C62298,39,female
59901,C62348,56,female
59951,C62398,60,female
60001,C62448,70,female
60051,C62498,40,male
60101,C62548,70,female
60151,C62598,71,female
60201,C62648,55,male
60251,C62698,44,male
60301,C62748,30,male
60351,C62798,39,female
60401,C62848,54,male
60451,C62898,36,male
60501,C62948,60,female
60551,C62998,61,female
60601,C63048,72,male
60651,C63098,56,female
60701,C63148,61,female
60751,C63198,44,female
60801,C63248,44,female
60851,C63298,76,female
60901,C63348,60,female
60951,C63398,65,male
61001,C63448,55,female
61051,C63498,71,male
61101,C63548,54,male
61151,C63598,77,male
61201,C63648,49,male
61251,C63698,51,male
61301,C63748,68,male
61351,C63798,68,female
61401,C63848,39,female
61451,C63898,55,male
61501,C63948,39,male
61551,C63998,49,male
61601,C64048,58,female
61651,C64098,66,female
61701,C64148,41,female
61751,C64198,60,male
61801,C64248,63,female
61851,C64298,40,male
61901,C64348,60,female
61951,C64398,64,female
62001,C64448,67,female
62051,C64498,63,male
62101,C64548,42,male
62151,C64598,62,male
62201,C64648,73,female
62251,C64698,49,female
62301,C64748,36,male
62351,C64798,69,female
62401,C64848,70,male
62451,C64898,66,male
62501,C64948,48,male
62551,C64998,63,male
62601,C65048,49,male
62651,C65098,53,male
62701,C65148,64,female
62751,C65198,43,male
62801,C65248,47,female
62851,C65298,67,male
62901,C65348,52,female
62951,C65398,49,male
63001,C65448,66,male
63051,C65498,67,male
63101,C65548,57,female
63151,C65598,62,female
63201,C65648,67,female
63251,C65698,65,male
63301,C65748,57,male
63351,C65798,59,female
63401,C65848,57,female
63451,C65898,76,female
63501,C65948,45,female
